"","Player","Team","Season","Position","Minutes","Shots","SoT","G","xG","xPlace","G-xG","KeyP","A","xA","A-xA","xG+xA","PA","xPA"
"","Paxton Pomykal","FCD","2017","W","144","1","0","0","0.06","-0.06","-0.06","3","0","0.14","-0.14","0.20","0.00","0.04"
"","Terry Dunfield","TOR","2013","CM","327","4","1","0","0.18","-0.17","-0.18","1","0","0.02","-0.02","0.20","0.00","0.11"
"","Marcus Tracy","SJE","2013","ST","81","2","1","0","0.20","0.31","-0.20","0","0","0.00","0.00","0.20","0.00","0.19"
"","Vincent Bezecourt","NYRB","2017","DM","215","3","1","0","0.15","-0.14","-0.15","2","0","0.05","-0.05","0.20","0.00","0.02"
"","Olivier Mbaizo","PHI","2019","FB","218","1","0","0","0.07","-0.07","-0.07","2","1","0.14","0.86","0.20","0.00","0.00"
"","Liam Fraser","TOR","2018","CM","657","5","2","0","0.13","0.11","-0.13","2","0","0.07","-0.07","0.20","0.00","0.11"
"","Bradford Jamieson","LAG","2018","W","290","1","0","0","0.08","-0.08","-0.08","1","0","0.12","-0.12","0.20","0.00","0.13"
"","Robert Voloder","SKC","2023","CB","1149","2","0","0","0.20","-0.20","-0.20","0","0","0.00","0.00","0.20","0.00","0.15"
"","Shaun Wright-Phillips","NYRB","2016","W","151","3","1","0","0.20","-0.16","-0.20","0","0","0.00","0.00","0.20","0.00","0.12"
"","Michael Halliday","ORL","2021","FB","412","2","0","0","0.06","-0.06","-0.06","1","0","0.14","-0.14","0.20","0.00","0.05"
"","Brooklyn Raines","HOU","2023","CM","234","2","0","0","0.18","-0.18","-0.18","1","0","0.02","-0.02","0.20","0.00","0.12"
"","Sergio Campbell","CLB","2015","CB","96","2","0","0","0.20","-0.20","-0.20","0","0","0.00","0.00","0.20","0.00","0.05"
"","Mike da Fonte","COL","2017","FB","1348","2","0","0","0.04","-0.04","-0.04","4","0","0.16","-0.16","0.20","0.00","0.04"
"","Adrien Pérez","DCU","2022","AM","151","1","1","0","0.18","0.41","-0.18","1","0","0.02","-0.02","0.20","0.00","0.13"
"","Wilder Cartagena","ORL","2022","DM","371","6","1","0","0.13","-0.12","-0.13","2","0","0.07","-0.07","0.20","0.00","0.03"
"","Marco Farfan","POR","2020","FB","943","3","0","0","0.12","-0.12","-0.12","1","0","0.08","-0.08","0.20","0.00","0.10"
"","Michael Nanchoff","POR","2015","W","41","1","1","0","0.16","-0.08","-0.16","1","0","0.04","-0.04","0.20","0.00","0.31"
"","Jan Sobociński","CLT","2022","CB","436","1","0","0","0.20","-0.20","-0.20","0","0","0.00","0.00","0.20","0.00","0.02"
"","Aboubacar Keita","CLB","2019","CB","888","2","0","0","0.20","-0.20","-0.20","0","0","0.00","0.00","0.20","0.00","0.15"
"","Zac MacMath","PHI","2013","GK","3324","0","0","0","0.00","0.00","0.00","3","0","0.20","-0.20","0.20","0.00","0.00"
"","Guram Kashia","SJE","2020","CB","544","3","1","0","0.20","-0.17","-0.20","0","0","0.00","0.00","0.20","0.00","0.11"
"","Joey Dezart","ORL","2020","CM","439","2","1","0","0.05","0.27","-0.05","1","0","0.15","-0.15","0.19","0.00","0.05"
"","Matt Polster","CHI","2018","FB","139","1","0","0","0.15","-0.15","-0.15","2","0","0.05","-0.05","0.19","0.00","0.05"
"","Waylon Francis","CLB","2020","FB","224","0","0","0","0.00","0.00","0.00","2","0","0.19","-0.19","0.19","0.00","0.00"
"","Danny O'Rourke","POR","2014","CB","1059","1","0","0","0.08","-0.08","-0.08","2","0","0.12","-0.12","0.19","0.00","0.02"
"","Vadim Demidov","MIN","2017","CB","288","2","0","0","0.19","-0.19","-0.19","0","0","0.00","0.00","0.19","0.00","0.07"
"","Dilly Duka","NYRB","2017","W","169","1","0","0","0.05","-0.05","-0.05","2","0","0.15","-0.15","0.19","0.00","0.00"
"","Andy Najar","LAFC","2020","FB","212","0","0","0","0.00","0.00","0.00","3","1","0.19","0.81","0.19","0.00","0.00"
"","Anton Walkes","CLT","2022","CB","2005","5","1","0","0.19","-0.12","-0.19","0","0","0.00","0.00","0.19","0.00","0.09"
"","Brett Levis","VAN","2016","W","10","0","0","0","0.00","0.00","0.00","1","0","0.19","-0.19","0.19","0.00","0.00"
"","Chris Odoi-Atsem","DCU","2021","CB","418","3","1","0","0.06","0.19","-0.06","3","0","0.13","-0.13","0.19","0.00","0.02"
"","Tommy Redding","ORL","2017","CB","1530","2","1","0","0.16","-0.06","-0.16","1","0","0.03","-0.03","0.19","0.00","0.13"
"","Connor Maloney","CLB","2018","FB","31","0","0","0","0.00","0.00","0.00","1","1","0.19","0.81","0.19","0.00","0.00"
"","Ashtone Morgan","TOR","2018","FB","1098","2","1","0","0.13","-0.03","-0.13","3","0","0.06","-0.06","0.19","0.00","0.06"
"","Drew Moor","TOR","2019","CB","1130","1","1","0","0.17","-0.01","-0.17","1","0","0.02","-0.02","0.19","0.00","0.09"
"","Erik Palmer-Brown","SKC","2015","CB","418","2","0","0","0.19","-0.19","-0.19","0","0","0.00","0.00","0.19","0.00","0.18"
"","Levonte Johnson","VAN","2023","FB","229","2","0","0","0.09","-0.09","-0.09","2","0","0.10","-0.10","0.19","0.00","0.08"
"","Deian Boldor","MTL","2017","CB","448","3","1","0","0.15","-0.14","-0.15","1","0","0.03","-0.03","0.19","0.00","0.07"
"","Andrew Putna","RSL","2019","GK","493","0","0","0","0.00","0.00","0.00","2","0","0.19","-0.19","0.19","0.00","0.00"
"","Alan Winn","NSH","2020","W","273","4","1","0","0.19","-0.15","-0.19","0","0","0.00","0.00","0.19","0.00","0.23"
"","Kendall Burks","CHI","2022","CB","206","2","0","0","0.19","-0.19","-0.19","0","0","0.00","0.00","0.19","0.00","0.13"
"","Tally Hall","HOU","2014","GK","2316","0","0","0","0.00","0.00","0.00","2","0","0.19","-0.19","0.19","0.00","0.00"
"","Patrick Weah","MIN","2021","W","34","3","1","0","0.19","-0.13","-0.19","0","0","0.00","0.00","0.19","0.00","0.27"
"","Oliver Larraz","COL","2021","CM","40","2","0","0","0.16","-0.16","-0.16","1","0","0.02","-0.02","0.19","0.00","0.01"
"","Roy Miller","NYRB","2015","FB","476","2","0","0","0.18","-0.18","-0.18","0","0","0.00","0.00","0.18","0.00","0.11"
"","James Riley","LAG","2014","FB","269","0","0","0","0.00","0.00","0.00","2","0","0.18","-0.18","0.18","0.00","0.00"
"","Justin Haak","NYC","2023","CB","1037","1","1","1","0.09","0.25","0.91","2","0","0.09","-0.09","0.18","0.48","0.04"
"","Todd Dunivant","LAG","2014","FB","396","2","0","0","0.08","-0.08","-0.08","1","0","0.11","-0.11","0.18","0.00","0.04"
"","Harrison Robledo","CIN","2022","CM","58","0","0","0","0.00","0.00","0.00","1","0","0.18","-0.18","0.18","0.00","0.00"
"","Víctor Vázquez","TOR","2023","W","297","2","1","0","0.06","0.01","-0.06","3","0","0.12","-0.12","0.18","0.00","0.05"
"","Tim Parker","NYRB","2020","CB","1754","2","1","0","0.16","0.26","-0.16","1","0","0.03","-0.03","0.18","0.00","0.14"
"","Amro Tarek","NYRB","2020","CB","1038","1","0","0","0.11","-0.11","-0.11","1","0","0.07","-0.07","0.18","0.00","0.06"
"","Norberto Paparatto","POR","2015","CB","491","5","1","0","0.16","-0.14","-0.16","1","0","0.02","-0.02","0.18","0.00","0.12"
"","Joseph Greenspan","MIN","2017","CB","254","1","0","0","0.18","-0.18","-0.18","0","0","0.00","0.00","0.18","0.00","0.03"
"","Héctor Jiménez","ATX","2023","FB","55","0","0","0","0.00","0.00","0.00","2","0","0.18","-0.18","0.18","0.00","0.00"
"","Edward Opoku","CLB","2018","W","178","1","1","0","0.11","0.00","-0.11","1","0","0.07","-0.07","0.18","0.00","0.18"
"","Cody Cropper","VAN","2022","GK","1360","0","0","0","0.00","0.00","0.00","1","1","0.18","0.82","0.18","0.00","0.00"
"","Brian Gutierrez","CHI","2020","W","55","1","1","0","0.12","0.21","-0.12","1","0","0.06","-0.06","0.18","0.00","0.00"
"","Francis Atuahene","FCD","2019","W","31","2","1","1","0.18","0.15","0.82","0","0","0.00","0.00","0.18","1.21","0.31"
"","Siad Haji","SJE","2022","CB","25","0","0","0","0.00","0.00","0.00","2","0","0.18","-0.18","0.18","0.00","0.00"
"","Vuk Latinovich","NYC","2022","CB","284","1","0","0","0.06","-0.06","-0.06","1","0","0.12","-0.12","0.18","0.00","0.02"
"","Cole Grossman","RSL","2013","CM","176","2","1","1","0.09","0.46","0.91","1","0","0.09","-0.09","0.18","1.89","0.15"
"","Alfonso Ocampo-Chavez","SEA","2019","ST","102","1","1","0","0.07","0.05","-0.07","1","0","0.11","-0.11","0.18","0.00","0.06"
"","Kristijan Kahlina","CLT","2023","GK","2425","0","0","0","0.00","0.00","0.00","1","1","0.18","0.82","0.18","0.00","0.00"
"","Edgar Castillo","ATL","2020","FB","171","2","1","0","0.18","-0.03","-0.18","0","0","0.00","0.00","0.18","0.00","0.06"
"","Raul Mendiola","LAG","2014","ST","68","2","0","0","0.16","-0.16","-0.16","1","0","0.02","-0.02","0.18","0.00","0.15"
"","Eriq Zavaleta","CHV","2014","CB","1438","2","1","0","0.08","0.03","-0.08","2","0","0.09","-0.09","0.18","0.00","0.06"
"","Bryan Reynolds","FCD","2019","W","170","1","0","0","0.04","-0.04","-0.04","2","1","0.14","0.86","0.18","0.00","0.07"
"","Kofi Opare","COL","2019","CB","296","2","0","0","0.18","-0.18","-0.18","0","0","0.00","0.00","0.18","0.00","0.16"
"","Maxim Tissot","MTL","2013","FB","345","2","2","1","0.14","0.45","0.86","1","0","0.03","-0.03","0.18","1.72","0.22"
"","Tony Alfaro","SEA","2016","CB","312","1","0","0","0.11","-0.11","-0.11","1","0","0.06","-0.06","0.18","0.00","0.11"
"","Sebastian Lletget","LAG","2017","W","295","2","0","0","0.04","-0.04","-0.04","2","0","0.13","-0.13","0.18","0.00","0.02"
"","Carlos Coronel","NYRB","2023","GK","3442","0","0","0","0.00","0.00","0.00","2","0","0.17","-0.17","0.17","0.00","0.00"
"","Aleksandar Radovanovic","ATX","2023","CB","391","2","0","0","0.10","-0.10","-0.10","2","0","0.07","-0.07","0.17","0.00","0.08"
"","Joseph Greenspan","COL","2015","FB","202","0","0","0","0.00","0.00","0.00","2","0","0.17","-0.17","0.17","0.00","0.00"
"","Sean Nealis","NYRB","2020","CB","491","2","0","0","0.14","-0.14","-0.14","1","0","0.03","-0.03","0.17","0.00","0.09"
"","Danny Wilson","COL","2020","CB","804","2","1","0","0.07","-0.05","-0.07","4","0","0.10","-0.10","0.17","0.00","0.02"
"","Dylan Remick","SEA","2013","W","29","0","0","0","0.00","0.00","0.00","1","0","0.17","-0.17","0.17","0.00","0.00"
"","Jay DeMerit","VAN","2013","CB","657","2","1","0","0.11","-0.10","-0.11","1","0","0.06","-0.06","0.17","0.00","0.12"
"","Ronaldo Peña","HOU","2019","ST","183","2","0","0","0.08","-0.08","-0.08","1","0","0.10","-0.10","0.17","0.00","0.09"
"","Chris McCann","DCU","2019","FB","351","2","0","0","0.17","-0.17","-0.17","0","0","0.00","0.00","0.17","0.00","0.13"
"","Oniel Fisher","MIN","2022","FB","691","1","0","0","0.03","-0.03","-0.03","1","0","0.14","-0.14","0.17","0.00","0.03"
"","Conor Shanosky","DCU","2013","CB","383","2","0","0","0.17","-0.17","-0.17","0","0","0.00","0.00","0.17","0.00","0.11"
"","George Campbell","ATL","2021","CB","704","3","1","1","0.08","-0.00","0.92","1","0","0.09","-0.09","0.17","0.60","0.04"
"","Danny O'Rourke","CLB","2013","CM","1846","3","0","0","0.13","-0.13","-0.13","2","0","0.04","-0.04","0.17","0.00","0.12"
"","Connor Maloney","CLB","2019","FB","873","4","1","0","0.14","-0.09","-0.14","1","0","0.04","-0.04","0.17","0.00","0.08"
"","Jake Gleeson","POR","2016","GK","2692","0","0","0","0.00","0.00","0.00","2","0","0.17","-0.17","0.17","0.00","0.00"
"","Jalil Anibaba","NSH","2020","FB","641","5","2","0","0.17","-0.01","-0.17","0","0","0.00","0.00","0.17","0.00","0.16"
"","Anthony Jackson-Hamel","MTL","2014","W","152","3","1","0","0.17","0.12","-0.17","0","0","0.00","0.00","0.17","0.00","0.04"
"","Khari Stephenson","SJE","2015","DM","234","5","0","0","0.15","-0.15","-0.15","1","0","0.02","-0.02","0.17","0.00","0.10"
"","Ryan Shawcross","MIA","2021","CB","901","3","0","0","0.17","-0.17","-0.17","0","0","0.00","0.00","0.17","0.00","0.09"
"","Jasser Khmiri","VAN","2020","CB","429","2","0","0","0.17","-0.17","-0.17","0","0","0.00","0.00","0.17","0.00","0.10"
"","Víctor Cabrera","MTL","2015","CB","1867","0","0","0","0.00","0.00","0.00","5","0","0.17","-0.17","0.17","0.00","0.00"
"","Eriq Zavaleta","SEA","2013","W","54","2","1","0","0.17","-0.13","-0.17","0","0","0.00","0.00","0.17","0.00","0.20"
"","Alex Morrell","CHI","2016","ST","73","2","1","0","0.17","0.53","-0.17","0","0","0.00","0.00","0.17","0.00","0.24"
"","Nick Rimando","RSL","2016","GK","2925","0","0","0","0.00","0.00","0.00","4","0","0.17","-0.17","0.17","0.00","0.00"
"","Eddie Segura","LAFC","2022","CB","921","3","1","0","0.10","-0.08","-0.10","1","0","0.07","-0.07","0.17","0.00","0.03"
"","Rob Lovejoy","HOU","2016","ST","24","1","0","0","0.17","-0.17","-0.17","0","0","0.00","0.00","0.17","0.00","0.17"
"","Laurence Wyke","ATL","2020","CB","263","4","1","0","0.17","-0.10","-0.17","0","0","0.00","0.00","0.17","0.00","0.12"
"","Ali Ghazal","VAN","2017","DM","678","5","0","0","0.17","-0.17","-0.17","0","0","0.00","0.00","0.17","0.00","0.12"
"","Blake Smith","MTL","2014","W","59","1","1","0","0.07","0.20","-0.07","3","0","0.09","-0.09","0.17","0.00","0.01"
"","Kamohelo Mokotjo","CIN","2021","CM","522","2","1","0","0.10","-0.06","-0.10","2","0","0.07","-0.07","0.17","0.00","0.06"
"","Cole Grossman","RSL","2014","DM","621","2","0","0","0.03","-0.03","-0.03","4","0","0.14","-0.14","0.16","0.00","0.02"
"","Andrew Farrell","NER","2023","CB","2133","1","0","0","0.05","-0.05","-0.05","4","0","0.12","-0.12","0.16","0.00","0.01"
"","Víctor Cabrera","MTL","2017","CB","1607","4","0","0","0.16","-0.16","-0.16","0","0","0.00","0.00","0.16","0.00","0.13"
"","Foster Langsdorf","MIN","2021","ST","38","1","0","0","0.12","-0.12","-0.12","1","0","0.05","-0.05","0.16","0.00","0.11"
"","Joevin Jones","MIA","2021","FB","564","0","0","0","0.00","0.00","0.00","3","0","0.16","-0.16","0.16","0.00","0.00"
"","Eric Gehrig","CHI","2016","CB","282","0","0","0","0.00","0.00","0.00","2","0","0.16","-0.16","0.16","0.00","0.00"
"","Brad Guzan","ATL","2021","GK","2860","0","0","0","0.00","0.00","0.00","1","0","0.16","-0.16","0.16","0.00","0.00"
"","Jonathan Campbell","CHI","2018","CB","1112","2","1","0","0.14","-0.09","-0.14","1","0","0.03","-0.03","0.16","0.00","0.09"
"","Aljaz Struna","HOU","2020","CB","1573","2","0","0","0.12","-0.12","-0.12","1","0","0.04","-0.04","0.16","0.00","0.12"
"","James Sands","NYC","2018","DM","230","3","1","0","0.10","0.00","-0.10","1","0","0.06","-0.06","0.16","0.00","0.09"
"","Samuel Adekugbe","VAN","2013","FB","94","0","0","0","0.00","0.00","0.00","1","0","0.16","-0.16","0.16","0.00","0.00"
"","Daniel Johnson","CHI","2018","FB","288","2","2","0","0.10","0.08","-0.10","2","0","0.07","-0.07","0.16","0.00","0.09"
"","Tani Oluwaseyi","MIN","2023","W","22","1","0","0","0.16","-0.16","-0.16","0","0","0.00","0.00","0.16","0.00","0.24"
"","Joaquin Velázquez","CHV","2013","CB","1064","5","4","1","0.13","0.29","0.87","1","0","0.03","-0.03","0.16","0.26","0.06"
"","Joe Willis","HOU","2016","GK","2466","0","0","0","0.00","0.00","0.00","1","1","0.16","0.84","0.16","0.00","0.00"
"","Ethan Bristow","MIN","2023","FB","588","0","0","0","0.00","0.00","0.00","3","0","0.16","-0.16","0.16","0.00","0.00"
"","Troy Perkins","MTL","2014","GK","2039","0","0","0","0.00","0.00","0.00","2","1","0.16","0.84","0.16","0.00","0.00"
"","Braian Ojeda","RSL","2022","CM","395","3","0","0","0.06","-0.06","-0.06","3","0","0.10","-0.10","0.16","0.00","0.06"
"","Fidel Escobar","NYRB","2018","CB","408","3","1","0","0.16","-0.13","-0.16","0","0","0.00","0.00","0.16","0.00","0.12"
"","Djimi Traore","SEA","2014","CB","1246","1","1","0","0.11","-0.03","-0.11","1","0","0.05","-0.05","0.16","0.00","0.00"
"","Everton Luiz","RSL","2022","CM","488","1","0","0","0.03","-0.03","-0.03","2","0","0.13","-0.13","0.16","0.00","0.04"
"","Kevan George","CLB","2015","DM","307","1","0","0","0.05","-0.05","-0.05","1","1","0.11","0.89","0.16","0.00","0.02"
"","Tyler Miller","LAFC","2018","GK","3263","0","0","0","0.00","0.00","0.00","1","0","0.16","-0.16","0.16","0.00","0.00"
"","Mikey Ambrose","ORL","2016","FB","444","0","0","0","0.00","0.00","0.00","3","0","0.16","-0.16","0.16","0.00","0.00"
"","Cristian Martínez","CHI","2019","W","75","3","1","0","0.13","-0.09","-0.13","1","0","0.03","-0.03","0.16","0.00","0.12"
"","Tim Howard","COL","2017","GK","2448","0","0","0","0.00","0.00","0.00","3","0","0.16","-0.16","0.16","0.00","0.00"
"","Bruno Miranda","DCU","2017","W","72","1","0","0","0.16","-0.16","-0.16","0","0","0.00","0.00","0.16","0.00","0.14"
"","Dan Gargan","SJE","2013","FB","660","3","0","0","0.04","-0.04","-0.04","1","0","0.11","-0.11","0.16","0.00","0.04"
"","Lisandro López","ATL","2021","ST","149","2","1","0","0.08","-0.04","-0.08","1","0","0.07","-0.07","0.16","0.00","0.07"
"","Mikey Ambrose","MIA","2020","FB","348","1","1","1","0.03","0.28","0.97","3","0","0.13","-0.13","0.16","0.40","0.01"
"","Cameron Lindley","ORL","2018","DM","222","2","0","0","0.05","-0.05","-0.05","3","0","0.10","-0.10","0.16","0.00","0.04"
"","Fred","PHI","2015","DM","104","3","1","0","0.16","-0.13","-0.16","0","0","0.00","0.00","0.16","0.00","0.10"
"","Jalil Anibaba","NSH","2021","CB","697","3","1","1","0.15","0.56","0.84","0","0","0.00","0.00","0.15","0.57","0.09"
"","A.J. Cochran","HOU","2015","CB","546","3","1","0","0.15","0.12","-0.15","0","0","0.00","0.00","0.15","0.00","0.22"
"","Nick Besler","RSL","2022","CM","296","2","1","0","0.03","-0.01","-0.03","1","0","0.13","-0.13","0.15","0.00","0.02"
"","Patrick Metcalfe","VAN","2021","DM","421","1","0","0","0.12","-0.12","-0.12","1","0","0.03","-0.03","0.15","0.00","0.00"
"","Marlon Hairston","CLB","2022","FB","168","0","0","0","0.00","0.00","0.00","2","0","0.15","-0.15","0.15","0.00","0.00"
"","Marco Bustos","VAN","2015","W","33","1","0","0","0.04","-0.04","-0.04","1","0","0.12","-0.12","0.15","0.00","0.01"
"","Pablo Pintos","SJE","2014","FB","504","4","1","0","0.12","-0.09","-0.12","2","0","0.03","-0.03","0.15","0.00","0.04"
"","Chase Gasper","LAG","2022","FB","933","2","0","0","0.10","-0.10","-0.10","2","0","0.05","-0.05","0.15","0.00","0.05"
"","David Bingham","LAG","2020","GK","1754","0","0","0","0.00","0.00","0.00","1","1","0.15","0.85","0.15","0.00","0.00"
"","Graham Smith","SKC","2020","CB","349","1","0","0","0.15","-0.15","-0.15","0","0","0.00","0.00","0.15","0.00","0.11"
"","Robert Castellanos","NSH","2021","CB","96","2","1","1","0.15","0.21","0.85","0","0","0.00","0.00","0.15","0.99","0.17"
"","Oskar Aegren","SJE","2022","CB","267","1","0","0","0.15","-0.15","-0.15","0","0","0.00","0.00","0.15","0.00","0.11"
"","Hugh Alexander Dixon","HOU","2013","CM","29","0","0","0","0.00","0.00","0.00","2","0","0.15","-0.15","0.15","0.00","0.00"
"","Ayo Akinola","TOR","2018","W","63","0","0","0","0.00","0.00","0.00","2","1","0.15","0.85","0.15","0.00","0.00"
"","Herbert Endeley","FCD","2023","W","262","1","1","0","0.13","0.06","-0.13","1","0","0.02","-0.02","0.15","0.00","0.09"
"","Leonardo González","SEA","2014","FB","1986","2","1","0","0.05","0.31","-0.05","2","0","0.10","-0.10","0.15","0.00","0.02"
"","Gustavo Vallecilla","CLB","2023","CB","940","3","1","0","0.12","0.15","-0.12","1","0","0.03","-0.03","0.15","0.00","0.08"
"","Anthony Wallace","COL","2013","FB","136","0","0","0","0.00","0.00","0.00","2","0","0.15","-0.15","0.15","0.00","0.00"
"","Alex Gersbach","COL","2023","FB","276","1","0","0","0.07","-0.07","-0.07","1","0","0.08","-0.08","0.15","0.00","0.06"
"","Calvin Fodrey","ATX","2023","FB","46","0","0","0","0.00","0.00","0.00","1","0","0.15","-0.15","0.15","0.00","0.00"
"","Sean Nealis","NYRB","2019","CB","520","2","1","1","0.15","0.47","0.85","0","0","0.00","0.00","0.15","0.51","0.08"
"","Baggio Husidic","LAG","2017","DM","488","3","0","0","0.13","-0.13","-0.13","1","0","0.02","-0.02","0.15","0.00","0.18"
"","Wandrille Lefevre","MTL","2016","CB","1202","5","2","0","0.15","-0.00","-0.15","0","0","0.00","0.00","0.15","0.00","0.16"
"","Ronald Donkor","NYRB","2023","AM","63","0","0","0","0.00","0.00","0.00","1","1","0.15","0.85","0.15","0.00","0.00"
"","Sean Johnson","CHI","2015","GK","2032","0","0","0","0.00","0.00","0.00","3","0","0.15","-0.15","0.15","0.00","0.00"
"","Rashawn Dally","CIN","2020","W","87","1","0","0","0.15","-0.15","-0.15","0","0","0.00","0.00","0.15","0.00","0.14"
"","Jesús David Murillo","LAFC","2020","CB","449","2","0","0","0.11","-0.11","-0.11","2","0","0.04","-0.04","0.15","0.00","0.06"
"","Tyson Wahl","CLB","2014","CB","1514","1","0","0","0.06","-0.06","-0.06","1","0","0.09","-0.09","0.15","0.00","0.04"
"","Dominic Oduro","MTL, SJE","2018","W","105","2","0","0","0.08","-0.08","-0.08","1","0","0.07","-0.07","0.15","0.00","0.04"
"","Bobby Burling","COL","2017","CB","833","4","0","0","0.08","-0.08","-0.08","2","0","0.06","-0.06","0.15","0.00","0.03"
"","Tomás Romero","TOR","2023","GK","601","0","0","0","0.00","0.00","0.00","1","0","0.15","-0.15","0.15","0.00","0.00"
"","Tah Brian Anunga","NSH","2022","CM","959","4","0","0","0.10","-0.10","-0.10","1","0","0.04","-0.04","0.14","0.00","0.07"
"","Kelvin Leerdam","LAG","2022","FB","549","1","1","0","0.14","-0.00","-0.14","1","0","0.01","-0.01","0.14","0.00","0.07"
"","Milos Degenek","CLB","2023","CB","981","3","0","0","0.10","-0.10","-0.10","1","0","0.04","-0.04","0.14","0.00","0.09"
"","Christopher Gloster","NYC","2021","FB","88","0","0","0","0.00","0.00","0.00","1","0","0.14","-0.14","0.14","0.00","0.00"
"","Tim Melia","SKC","2021","GK","2777","0","0","0","0.00","0.00","0.00","1","0","0.14","-0.14","0.14","0.00","0.00"
"","Ian Hoffman","HOU","2021","FB","277","1","0","0","0.03","-0.03","-0.03","3","0","0.11","-0.11","0.14","0.00","0.00"
"","Donny Toia","ORL","2018","FB","256","1","0","0","0.03","-0.03","-0.03","1","1","0.12","0.88","0.14","0.00","0.02"
"","Ethan Dobbelaere","SEA","2021","FB","219","0","0","0","0.00","0.00","0.00","2","0","0.14","-0.14","0.14","0.00","0.00"
"","Aaron Maund","VAN","2018","CB","997","2","0","0","0.13","-0.13","-0.13","1","0","0.01","-0.01","0.14","0.00","0.09"
"","Ralph Priso-Mbongue","TOR","2021","DM","621","1","1","1","0.08","0.17","0.92","2","0","0.06","-0.06","0.14","0.96","0.08"
"","Jackson Conway","ATL","2023","ST","61","1","1","0","0.04","0.10","-0.04","1","0","0.10","-0.10","0.14","0.00","0.03"
"","Paulo Renato","SJE","2015","CB","395","1","0","0","0.14","-0.14","-0.14","0","0","0.00","0.00","0.14","0.00","0.10"
"","David Bingham","SJE","2016","GK","3252","0","0","0","0.00","0.00","0.00","1","0","0.14","-0.14","0.14","0.00","0.00"
"","Mehdi Ballouchy","NYC","2016","W","165","0","0","0","0.00","0.00","0.00","2","0","0.14","-0.14","0.14","0.00","0.00"
"","Víctor Cabrera","MTL","2016","CB","2082","1","0","0","0.02","-0.02","-0.02","5","0","0.12","-0.12","0.14","0.00","0.01"
"","Mauro Rosales","VAN","2017","W","75","0","0","0","0.00","0.00","0.00","4","0","0.14","-0.14","0.14","0.00","0.00"
"","Stefan Frei","SEA","2017","GK","3187","0","0","0","0.00","0.00","0.00","1","0","0.14","-0.14","0.14","0.00","0.00"
"","Brad Guzan","ATL","2018","GK","3195","0","0","0","0.00","0.00","0.00","1","0","0.14","-0.14","0.14","0.00","0.00"
"","Vinicius Mello","CLT","2023","W","73","1","0","0","0.14","-0.14","-0.14","0","0","0.00","0.00","0.14","0.00","0.00"
"","Jason Pendant","NYRB","2022","FB","100","1","0","0","0.09","-0.09","-0.09","1","0","0.05","-0.05","0.14","0.00","0.00"
"","Bruno Miranda","DCU","2018","CM","123","2","0","0","0.14","-0.14","-0.14","0","0","0.00","0.00","0.14","0.00","0.12"
"","Mechack Jerome","SKC","2014","FB","103","1","0","0","0.02","-0.02","-0.02","2","0","0.12","-0.12","0.14","0.00","0.01"
"","Pablo Bonilla","POR","2023","FB","83","0","0","0","0.00","0.00","0.00","1","0","0.13","-0.13","0.13","0.00","0.00"
"","Machop Chol","ATL","2022","FB","105","1","0","0","0.13","-0.13","-0.13","0","0","0.00","0.00","0.13","0.00","0.05"
"","Tyson Wahl","CLB","2016","CB","1090","2","0","0","0.08","-0.08","-0.08","1","0","0.05","-0.05","0.13","0.00","0.01"
"","Jay DeMerit","VAN","2014","CB","1000","2","0","0","0.04","-0.04","-0.04","2","0","0.09","-0.09","0.13","0.00","0.03"
"","Ema Twumasi","FCD","2019","FB","38","1","0","0","0.13","-0.13","-0.13","0","0","0.00","0.00","0.13","0.00","0.01"
"","Michael Gspurning","SEA","2013","GK","2680","0","0","0","0.00","0.00","0.00","1","0","0.13","-0.13","0.13","0.00","0.00"
"","Brad Knighton","VAN","2013","GK","1073","0","0","0","0.00","0.00","0.00","1","1","0.13","0.87","0.13","0.00","0.00"
"","Caleb Stanko","CIN","2021","CM","1264","2","0","0","0.08","-0.08","-0.08","1","0","0.05","-0.05","0.13","0.00","0.07"
"","Chris Duvall","CIN","2021","FB","103","0","0","0","0.00","0.00","0.00","3","0","0.13","-0.13","0.13","0.00","0.00"
"","Raymon Gaddis","PHI","2016","FB","556","2","1","0","0.04","-0.03","-0.04","3","0","0.09","-0.09","0.13","0.00","0.04"
"","Steven Kinney","CHI","2014","FB","143","2","0","0","0.13","-0.13","-0.13","0","0","0.00","0.00","0.13","0.00","0.05"
"","Renzo Zambrano","POR","2021","CM","662","4","0","0","0.06","-0.06","-0.06","2","0","0.07","-0.07","0.13","0.00","0.05"
"","Abdoul Zanne","DCU","2022","ST","6","1","0","0","0.13","-0.13","-0.13","0","0","0.00","0.00","0.13","0.00","0.00"
"","Marvin Iraheta","CHV","2013","CM","615","3","0","0","0.10","-0.10","-0.10","1","0","0.03","-0.03","0.13","0.00","0.07"
"","Ethan White","PHI","2014","CB","1123","0","0","0","0.00","0.00","0.00","1","0","0.13","-0.13","0.13","0.00","0.00"
"","Gustavo Vallecilla","COL","2022","CB","632","4","0","0","0.06","-0.06","-0.06","3","0","0.07","-0.07","0.13","0.00","0.04"
"","Daniel Paladini","CLB","2014","DM","233","4","1","0","0.07","-0.05","-0.07","2","0","0.06","-0.06","0.13","0.00","0.02"
