"","Player","Team","Season","Position","Minutes","Passes","Pass %","xPass %","Score","Per100","Distance","Vertical","Touch %","Games"
"","Jackson Yueill","SJE","2018","CM","1388","808","84.3%","83.6%","5.81","0.72","19.33","4.53","7.3%","21"
"","Florian Jungwirth","SJE","2017","CB","2779","1425","81.9%","81.5%","5.81","0.41","22.64","7.43","9.8%","30"
"","James Igbekeme","CLB","2022","W","1021","406","79.3%","77.9%","5.81","1.43","19.38","4.72","3.9%","23"
"","Joshua Yaro","PHI","2017","CB","402","193","89.6%","86.6%","5.79","3.00","25.51","5.58","7.8%","6"
"","Alexander Ring","ATX","2021","DM","2963","2139","85.9%","85.6%","5.78","0.27","23.23","7.01","12.6%","31"
"","Harrison Afful","CLB","2015","FB","812","530","74.2%","73.1%","5.78","1.09","20.20","5.48","10.6%","9"
"","Víctor Cabrera","MTL","2017","CB","1607","769","82.2%","81.4%","5.78","0.75","22.72","8.05","9.1%","20"
"","Julio César","TOR","2014","GK","681","205","62.9%","60.1%","5.77","2.82","44.18","36.66","6.0%","7"
"","Carlyle Mitchell","VAN","2014","CB","778","293","86.7%","84.7%","5.75","1.96","20.39","7.13","7.5%","8"
"","Maximiliano Urruti","POR","2014","ST","1270","261","80.8%","78.6%","5.74","2.20","12.62","0.01","2.5%","30"
"","Sebastian Breza","MTL","2022","GK","2295","613","80.1%","79.2%","5.73","0.94","28.37","20.95","4.9%","23"
"","Sam Cronin","SJE","2013","CM","3214","1577","78.3%","78.0%","5.71","0.36","22.28","6.54","10.2%","34"
"","Nigel Reo-Coker","MTL","2015","DM","2033","1021","82.0%","81.4%","5.71","0.56","18.55","5.38","7.8%","28"
"","Nicolás Acevedo","NYC","2021","DM","1492","822","83.5%","82.8%","5.68","0.69","18.38","5.74","6.5%","24"
"","Diego Rubio","SKC","2018","ST","876","254","79.1%","76.9%","5.67","2.23","16.77","0.67","2.9%","20"
"","Jalil Anibaba","NSH","2021","CB","697","256","85.9%","83.7%","5.66","2.21","25.28","9.58","6.7%","9"
"","David Guzmán","POR","2018","DM","1052","637","83.5%","82.6%","5.65","0.89","23.43","4.60","9.2%","14"
"","Harry Shipp","SEA","2017","W","987","550","83.1%","82.1%","5.64","1.03","18.00","3.97","5.5%","18"
"","Chris Wingert","RSL","2016","FB","1621","899","73.4%","72.8%","5.61","0.62","19.33","9.10","8.9%","20"
"","Stefan Marinovic","VAN","2017","GK","493","151","62.9%","59.2%","5.61","3.72","48.53","40.08","7.7%","5"
"","Lloyd Sam","NYRB","2015","W","2391","1016","73.4%","72.9%","5.61","0.55","16.18","1.67","6.5%","31"
"","Aziel Jackson","STL","2023","AM","1235","351","78.3%","76.8%","5.60","1.60","17.31","2.03","4.5%","25"
"","Walker Hume","FCD","2017","CB","194","90","85.6%","79.3%","5.59","6.21","22.51","12.18","8.5%","2"
"","Jack McGlynn","PHI","2021","CM","728","411","83.0%","81.6%","5.59","1.36","19.63","2.05","4.3%","19"
"","Fatai Alashe","SJE","2017","CM","1292","620","84.8%","83.9%","5.58","0.90","22.23","5.76","7.2%","17"
"","Eric Avila","ORL","2015","W","1426","595","81.0%","80.1%","5.58","0.94","15.70","1.57","5.6%","21"
"","Raymon Gaddis","PHI","2017","FB","2186","1112","79.8%","79.3%","5.58","0.50","19.89","4.42","9.7%","26"
"","Peter Luccin","FCD","2014","CM","288","157","88.5%","85.0%","5.58","3.55","21.18","5.03","3.3%","11"
"","Noble Okello","TOR","2021","DM","918","506","87.8%","86.7%","5.57","1.10","17.63","3.64","7.1%","14"
"","Jorge Corrales","CHI, MTL","2019","FB","1242","688","79.9%","79.1%","5.56","0.81","18.06","4.66","6.9%","19"
"","Maxime Chanot","NYC","2023","CB","1924","1203","87.8%","87.3%","5.56","0.46","24.67","8.74","11.2%","19"
"","Chad Barson","CLB","2013","FB","1730","718","75.6%","74.9%","5.54","0.77","21.20","8.68","8.6%","20"
"","Hwang In-Beom","VAN","2020","CM","507","283","83.4%","81.4%","5.53","1.96","20.93","4.05","12.3%","5"
"","Jonathan Bond","LAG","2023","GK","2275","777","83.1%","82.4%","5.53","0.71","28.87","19.84","5.5%","24"
"","Chris Schuler","ORL","2018","CB","857","313","87.2%","85.5%","5.52","1.76","23.90","7.51","7.2%","9"
"","Héctor Jiménez","ATX","2022","FB","664","484","84.3%","83.2%","5.51","1.14","20.19","2.01","6.1%","14"
"","Russell Teibert","VAN","2014","DM","2144","1143","83.2%","82.7%","5.51","0.48","19.53","3.69","7.6%","29"
"","Rubio Rubín","RSL","2021","ST","2410","475","82.1%","81.0%","5.51","1.16","16.43","-2.33","3.9%","34"
"","Zach Scott","SEA","2014","CB","1511","508","80.3%","79.2%","5.51","1.08","24.38","11.16","6.3%","18"
"","Sean Johnson","CHI","2015","GK","2032","619","59.3%","58.4%","5.51","0.89","45.81","39.39","5.9%","21"
"","Jean Mota","MIA","2022","DM","2882","1759","82.9%","82.6%","5.50","0.31","20.93","5.77","10.9%","33"
"","Diedie Traore","LAG","2020","FB","115","77","76.6%","69.5%","5.49","7.13","16.88","4.30","2.7%","6"
"","Brent Kallman","MIN","2019","CB","1418","634","86.8%","85.9%","5.49","0.87","21.79","7.16","8.0%","16"
"","Andrés Reyes","MIA","2020","CB","1213","421","83.4%","82.1%","5.48","1.30","22.73","7.99","7.7%","13"
"","Román Torres","SEA","2016","CB","830","374","75.4%","73.9%","5.47","1.46","25.42","13.00","7.8%","9"
"","Graham Zusi","SKC","2020","FB","1355","899","80.3%","79.7%","5.47","0.61","22.59","4.52","11.3%","15"
"","Joseph Mora","DCU","2020","FB","1738","842","75.8%","75.1%","5.46","0.65","19.63","4.55","8.7%","21"
"","Brad Knighton","NER","2019","GK","736","203","64.0%","61.4%","5.46","2.69","46.29","39.13","5.1%","8"
"","Jay DeMerit","VAN","2014","CB","1000","343","84.3%","82.7%","5.45","1.59","21.93","11.14","7.1%","11"
"","Chris Seitz","FCD","2016","GK","2729","777","66.0%","65.3%","5.45","0.70","41.81","33.57","5.5%","28"
"","Gianluca Busio","SKC","2019","CM","1039","386","85.5%","84.1%","5.44","1.41","17.94","-2.18","4.0%","22"
"","Zac MacMath","COL","2017","GK","872","325","57.5%","55.9%","5.42","1.67","52.33","45.70","7.8%","9"
"","Corentin Jean","MIA","2023","W","899","343","81.6%","80.1%","5.41","1.58","16.80","-1.33","4.9%","15"
"","George Marks","CLT","2023","GK","712","256","76.6%","74.5%","5.41","2.11","35.90","26.83","6.7%","7"
"","Ben Sweat","SKC","2022","FB","1665","918","79.8%","79.3%","5.40","0.59","18.73","3.60","9.1%","20"
"","Aníbal Godoy","SJE","2019","CM","1480","858","88.9%","88.3%","5.39","0.63","21.44","3.75","10.3%","15"
"","Bryan Acosta","FCD","2019","DM","2307","1662","85.3%","85.0%","5.35","0.32","23.49","5.30","11.0%","26"
"","Rod Fanni","MTL","2020","CB","1054","477","87.4%","86.3%","5.34","1.12","22.99","8.94","7.7%","12"
"","Felipe","DCU","2021","CM","1283","607","80.6%","79.7%","5.34","0.88","19.98","7.09","4.9%","27"
"","Clint Irwin","COL","2019","GK","997","292","55.8%","54.0%","5.33","1.83","47.73","42.64","6.1%","11"
"","Sebastian Berhalter","VAN","2023","DM","1469","741","80.4%","79.7%","5.33","0.72","22.88","4.44","5.3%","28"
"","Andrew Dykstra","DCU","2014","GK","391","124","54.8%","50.5%","5.33","4.30","55.47","51.24","6.5%","4"
"","Franco Escobar","ATL","2018","FB","1938","1137","84.1%","83.6%","5.33","0.47","17.63","0.30","9.4%","22"
"","Jefferson Savarino","RSL","2023","W","2105","857","72.1%","71.5%","5.31","0.62","20.35","3.79","7.8%","24"
"","John McCarthy","PHI","2017","GK","783","214","52.3%","49.9%","5.31","2.48","54.39","48.53","6.4%","8"
"","Daniel Paladini","CLB","2014","DM","233","135","87.4%","83.5%","5.30","3.93","19.63","4.88","6.3%","4"
"","Isaac Boehmer","VAN","2022","GK","245","76","67.1%","60.1%","5.30","6.97","44.68","37.17","5.8%","3"
"","Marc Burch","COL, MIN","2017","FB","1618","836","74.8%","74.1%","5.29","0.63","19.03","6.35","8.6%","18"
"","Przemyslaw Tyton","CIN","2020","GK","1183","384","74.7%","73.4%","5.28","1.38","35.95","25.52","6.0%","12"
"","Jake Gleeson","POR","2017","GK","1991","504","66.7%","65.6%","5.28","1.05","44.84","37.21","4.5%","21"
"","Liam Fraser","TOR","2018","CM","657","463","87.5%","86.3%","5.28","1.14","21.37","4.15","7.7%","10"
"","Chris Tierney","NER","2014","FB","2081","1115","72.0%","71.5%","5.27","0.47","23.50","5.92","10.0%","24"
"","Gastón Sauro","CLB","2015","CB","286","153","88.9%","85.5%","5.26","3.44","21.42","6.03","6.8%","4"
"","Robin Lod","MIN","2023","AM","977","446","80.7%","79.5%","5.26","1.18","17.49","4.88","10.2%","10"
"","Aaron Maund","VAN","2018","CB","997","256","82.4%","80.4%","5.25","2.05","23.39","11.31","7.0%","10"
"","Cody Cropper","VAN","2022","GK","1360","306","68.0%","66.3%","5.25","1.71","41.70","33.48","4.2%","15"
"","Brett Levis","VAN","2018","FB","1030","520","74.2%","73.2%","5.25","1.01","19.04","6.77","8.7%","14"
"","Seth Sinovic","SKC","2016","FB","577","308","79.2%","77.5%","5.23","1.70","19.45","2.96","6.6%","9"
"","Leonardo González","SEA","2014","FB","1986","1031","76.6%","76.1%","5.21","0.51","19.96","9.77","8.7%","23"
"","Jakob Glesnes","PHI","2021","CB","3385","1337","80.9%","80.5%","5.20","0.39","26.66","10.87","8.6%","34"
"","Richie Laryea","TOR","2020","FB","1495","670","82.8%","82.1%","5.20","0.78","16.30","-0.13","6.7%","20"
"","Mike Magee","CHI","2015","ST","414","103","83.5%","78.5%","5.18","5.03","16.99","1.57","1.9%","12"
"","Marlon Hairston","COL","2017","W","2800","1098","78.0%","77.6%","5.18","0.47","17.63","1.62","8.0%","34"
"","Felipe","ORL","2023","DM","649","365","84.1%","82.7%","5.16","1.41","17.50","5.21","4.6%","16"
"","Shamit Shome","MTL","2019","CM","1782","627","83.3%","82.4%","5.16","0.82","17.06","3.60","4.9%","27"
"","Efrain Álvarez","LAG","2023","W","429","201","78.1%","75.5%","5.16","2.57","18.33","1.59","3.5%","10"
"","Daniel Pereira Gil","ATX","2023","CM","2798","1556","87.2%","86.9%","5.16","0.33","21.03","3.12","10.2%","32"
"","Yordy Reyna","CLT","2022","W","933","318","75.2%","73.5%","5.15","1.62","19.24","1.52","4.0%","19"
"","Raymon Gaddis","PHI","2014","FB","3288","1633","77.3%","77.0%","5.14","0.31","17.65","7.79","10.4%","34"
"","Clyde Simms","NER","2013","CM","724","280","86.4%","84.6%","5.12","1.83","17.58","2.20","6.1%","10"
"","Aubrey David","FCD","2016","FB","394","173","81.5%","78.5%","5.12","2.96","21.09","5.71","8.2%","5"
"","Nicolas Hasler","TOR","2017","FB","788","398","77.1%","75.8%","5.11","1.28","18.30","1.58","7.3%","10"
"","Maikel van der Werff","CIN","2019","CB","1097","461","81.1%","80.0%","5.11","1.11","25.37","10.68","9.7%","11"
"","Kelyn Rowe","NER","2017","FB","2045","993","69.6%","69.1%","5.11","0.51","23.85","9.63","10.3%","23"
"","Saad Abdul-Salaam","CIN","2020","FB","482","217","84.8%","82.4%","5.10","2.35","20.01","0.29","5.6%","8"
"","Gregore","MIA","2021","DM","2779","1464","86.3%","86.0%","5.10","0.35","19.89","5.43","10.8%","29"
"","Brad Guzan","ATL","2017","GK","1358","568","77.3%","76.4%","5.10","0.90","37.33","26.70","6.9%","14"
"","Andraz Struna","NYC","2017","FB","342","216","77.3%","75.0%","5.09","2.36","19.63","4.71","7.4%","5"
"","Sanna Nyassi","MTL","2013","W","1281","409","77.0%","75.8%","5.09","1.25","18.05","-0.80","4.5%","22"
"","Chad Barson","CLB","2016","CB","357","202","84.2%","81.6%","5.09","2.52","20.88","6.70","5.9%","7"
"","Kofi Sarkodie","HOU","2015","FB","1411","662","72.7%","71.9%","5.08","0.77","20.84","7.93","8.7%","16"
"","Diego Fagundez","LAG, ATX","2023","W","1754","671","77.9%","77.2%","5.08","0.76","18.15","0.07","4.6%","30"
"","Tyler Pasher","HOU","2022","W","714","217","77.0%","74.6%","5.05","2.33","16.34","-1.46","3.2%","17"
"","Kemar Lawrence","MIN","2023","FB","1220","579","73.1%","72.2%","5.05","0.87","19.58","6.74","8.2%","14"
"","Caio Alexandre","VAN","2021","CM","1038","530","84.3%","83.4%","5.04","0.95","19.81","4.34","7.4%","15"
"","Anton Tinnerholm","NYC","2018","FB","2925","1844","78.5%","78.2%","5.04","0.27","19.32","4.42","9.5%","31"
"","Luke Moore","CHV, TOR","2014","ST","2340","719","77.6%","76.9%","5.03","0.70","14.68","0.03","5.3%","33"
"","Aaron Long","LAFC","2023","CB","1694","924","87.1%","86.6%","5.02","0.54","22.70","7.06","8.3%","21"
"","Giancarlo Gonzalez","LAG","2019","CB","1602","536","80.8%","79.8%","5.02","0.94","24.09","9.56","5.9%","20"
"","Sebastian Velasquez","NYC","2015","W","488","210","85.2%","82.8%","5.01","2.39","15.41","1.00","3.9%","12"
"","Nelson Palacio","RSL","2023","CM","960","429","90.9%","89.7%","5.01","1.17","23.06","2.51","8.0%","11"
"","Clint Dempsey","SEA","2016","AM","1518","678","81.9%","81.1%","5.00","0.74","17.92","4.66","8.0%","17"
"","Brandon Austin","ORL","2021","GK","501","113","77.0%","72.6%","5.00","4.42","34.29","27.81","4.0%","5"
"","Matt Freese","PHI","2021","GK","560","132","55.3%","51.5%","5.00","3.78","46.36","41.33","4.5%","6"
"","Jordy Delem","SEA","2020","DM","813","371","87.1%","85.7%","4.98","1.34","19.38","3.86","3.9%","17"
"","Gyasi Zardes","CLB, COL","2022","ST","2499","446","76.9%","75.8%","4.96","1.11","14.34","-0.32","3.8%","33"
"","Quincy Amarikwa","CHI","2013","W","363","112","64.3%","59.9%","4.96","4.43","15.12","1.51","2.6%","14"
"","Alex Roldan","SEA","2021","FB","2484","1304","78.3%","77.9%","4.96","0.38","18.50","1.31","9.0%","29"
"","Ricardo Clark","HOU","2016","DM","2749","966","81.7%","81.2%","4.96","0.51","18.46","5.08","7.7%","32"
"","Tsubasa Endoh","TOR","2019","W","938","350","79.7%","78.3%","4.95","1.42","17.46","-1.95","5.0%","13"
"","Tyler Miller","MIN","2022","GK","245","82","73.2%","67.1%","4.95","6.04","38.97","32.88","4.8%","3"
"","Diego Valeri","POR","2021","AM","1385","696","70.3%","69.5%","4.95","0.71","20.10","5.37","5.3%","29"
"","Wan Kuzain","SKC","2018","CM","344","133","91.7%","88.0%","4.95","3.72","15.67","-1.91","4.1%","6"
"","Vuk Latinovich","NYC","2021","CB","114","59","88.1%","79.8%","4.94","8.37","20.54","7.72","3.2%","3"
"","Ethan Zubak","NSH","2022","ST","259","56","83.9%","75.1%","4.94","8.82","14.87","-3.50","1.4%","11"
"","Miguel Almirón","ATL","2018","AM","3010","1616","77.9%","77.6%","4.93","0.31","18.97","2.26","10.6%","32"
"","Edgar Castillo","CIN","2021","FB","1082","495","80.0%","79.0%","4.93","1.00","17.56","5.39","7.3%","14"
"","Memo Rodríguez","HOU","2018","W","761","335","77.3%","75.8%","4.93","1.47","20.99","2.51","3.8%","19"
"","Samuel Adekugbe","VAN","2014","FB","219","122","83.6%","79.6%","4.92","4.03","22.39","4.93","5.9%","4"
"","Sebastián Saucedo","RSL","2017","W","653","250","77.2%","75.2%","4.90","1.96","18.65","0.71","3.2%","20"
"","Darel Russell","TOR","2013","CM","1019","433","74.6%","73.5%","4.90","1.13","22.71","10.06","6.3%","18"
"","Cristian Higuita","ORL","2017","CM","1659","921","87.4%","86.9%","4.89","0.53","19.01","2.60","8.5%","26"
"","Marcelo Sarvas","LAG","2013","CM","3090","1822","82.9%","82.6%","4.88","0.27","20.06","6.27","11.5%","33"
"","Andreu Fontàs","SKC","2020","CB","292","181","90.1%","87.4%","4.86","2.69","21.98","6.97","11.5%","3"
"","Kristoffer Reaves","FCD","2018","CB","181","79","86.1%","79.9%","4.86","6.16","19.51","6.22","8.7%","2"
"","Boniek García","HOU","2016","W","2424","1230","78.7%","78.3%","4.86","0.40","16.28","2.03","9.2%","31"
"","Federico Navarro","CHI","2022","DM","2708","1231","85.4%","85.0%","4.86","0.39","19.45","3.47","9.1%","30"
"","Brent Kallman","MIN","2021","CB","1412","577","83.7%","82.9%","4.86","0.84","24.11","9.83","5.7%","20"
"","Alessandro Nesta","MTL","2013","CB","2107","1103","86.0%","85.5%","4.84","0.44","23.82","11.21","9.3%","23"
"","Claudio Bravo","POR","2022","FB","2441","1425","75.7%","75.4%","4.81","0.34","20.65","7.64","12.1%","26"
"","Juan David Cabezas","HOU","2018","DM","314","120","90.0%","86.0%","4.81","4.01","21.85","6.60","4.3%","6"
"","Larrys Mabiala","POR","2023","CB","1014","467","84.4%","83.3%","4.81","1.03","24.62","7.68","4.8%","21"
"","Ty Harden","SJE, CHI","2015","CB","424","124","89.5%","85.6%","4.80","3.87","23.49","6.86","6.3%","5"
"","Tim Melia","SKC","2020","GK","1946","578","71.5%","70.6%","4.79","0.83","38.38","29.19","5.3%","20"
"","Brendan Hines-Ike","DCU","2023","CB","1049","350","84.3%","82.9%","4.79","1.37","22.24","5.77","6.8%","12"
"","Jay Chapman","MIA","2021","CM","1308","617","85.3%","84.5%","4.79","0.78","18.35","3.50","5.3%","25"
"","Ethan Finlay","CLB","2016","W","2640","668","72.3%","71.6%","4.78","0.72","16.98","1.50","4.6%","34"
"","Andrés Imperiale","SJE","2017","CB","1195","633","81.4%","80.6%","4.78","0.75","25.43","11.60","10.0%","13"
"","Leonard Owusu","VAN","2022","CM","961","328","90.8%","89.4%","4.77","1.46","19.31","2.10","4.1%","19"
"","Jordan Hamilton","CLB, TOR","2019","ST","761","143","85.3%","82.0%","4.77","3.33","13.64","-4.04","2.2%","18"
"","Ronald Zubar","NYRB","2015","CB","762","345","85.2%","83.8%","4.76","1.38","21.76","8.23","6.1%","12"
"","Daniel Aguirre","LAG","2022","DM","438","205","85.4%","83.0%","4.76","2.32","17.71","3.48","3.7%","11"
"","Kevin Alston","ORL","2016","FB","2172","1049","75.9%","75.4%","4.76","0.45","19.69","4.44","8.5%","24"
"","Eric Miller","MTL","2014","FB","1789","816","78.5%","78.0%","4.76","0.58","18.12","3.74","8.5%","21"
"","Matt Besler","SKC","2014","CB","2317","1403","79.8%","79.5%","4.75","0.34","24.69","9.84","11.3%","24"
"","Michael Ciani","LAG","2017","CB","588","254","87.8%","85.9%","4.75","1.87","25.66","7.89","9.3%","6"
"","Olivier Mbaizo","PHI","2023","FB","2054","919","75.6%","75.1%","4.74","0.52","18.38","3.47","8.9%","24"
"","Evan Bush","MTL","2014","GK","1262","460","70.7%","69.6%","4.73","1.03","40.55","32.48","7.0%","13"
"","Carlos Gruezo","FCD","2018","DM","2763","1413","86.1%","85.8%","4.70","0.33","22.78","5.20","8.6%","31"
"","Luis Abram","ATL","2023","CB","1654","908","87.8%","87.3%","4.69","0.52","22.28","7.30","7.2%","22"
"","Matt Polster","NER","2022","DM","2325","1437","88.6%","88.3%","4.68","0.33","20.61","4.13","9.4%","28"
"","Vadim Demidov","MIN","2017","CB","288","135","84.4%","81.0%","4.68","3.47","23.16","10.39","8.8%","3"
"","Xavier Kouassi","NER","2017","DM","1325","529","86.2%","85.3%","4.68","0.88","19.87","3.16","5.6%","23"
"","Milos Degenek","CLB","2022","CB","2499","1267","84.3%","83.9%","4.68","0.37","22.29","9.41","8.6%","28"
"","Jake Mulraney","ATL","2021","W","1236","489","78.7%","77.8%","4.67","0.95","19.03","-0.99","4.5%","22"
"","Javain Brown","VAN","2021","FB","1895","965","74.3%","73.8%","4.67","0.48","20.00","3.60","8.6%","25"
"","Kyle Beckerman","RSL","2019","DM","2304","1376","84.5%","84.1%","4.65","0.34","20.17","5.25","10.9%","25"
"","Lloyd Sam","NYRB","2014","W","3051","1337","74.4%","74.0%","4.65","0.35","18.26","1.79","8.7%","32"
"","Abdoulaye Cissoko","SEA","2021","CB","1035","415","86.5%","85.4%","4.64","1.12","19.75","5.66","6.2%","14"
"","Mohammed Abu","CLB","2017","DM","1380","1009","87.9%","87.5%","4.64","0.46","20.39","3.83","9.2%","20"
"","Malik Pinto","CIN","2023","CM","505","175","86.9%","84.2%","4.64","2.65","16.66","3.56","1.8%","22"
"","Kevin Garcia","HOU","2017","FB","232","85","80.0%","74.6%","4.64","5.45","20.79","6.51","5.6%","3"
"","Lalas Abubakar","COL","2022","CB","2781","1274","86.6%","86.2%","4.62","0.36","21.15","6.55","9.0%","32"
"","Harrison Afful","CLT","2023","FB","1068","677","84.8%","84.1%","4.62","0.68","19.91","3.84","8.8%","15"
"","Omar Salgado","VAN","2014","W","230","60","73.3%","65.7%","4.61","7.68","17.42","3.84","2.4%","8"
"","Eduard Atuesta","LAFC","2020","DM","1470","1224","83.7%","83.4%","4.61","0.38","19.85","6.43","12.3%","17"
"","Alex Roldan","SEA","2020","FB","669","361","75.3%","74.1%","4.60","1.27","19.13","2.90","3.7%","18"
"","Tony Rocha","ORL","2016","DM","337","204","87.8%","85.5%","4.60","2.26","17.11","3.90","4.9%","8"
"","Kamani Hill","COL","2014","W","928","390","82.6%","81.4%","4.59","1.18","17.33","-0.33","5.9%","15"
"","Rándall Leal","NSH","2023","W","1240","525","76.0%","75.1%","4.58","0.87","17.08","3.65","5.4%","21"
"","Ager Aketxe","TOR","2018","CM","777","563","82.4%","81.6%","4.58","0.81","17.41","2.63","8.7%","11"
"","Diego Luna","RSL","2022","W","376","184","84.8%","82.3%","4.56","2.48","17.43","1.70","3.0%","13"
"","Danny Leyva","SEA","2021","CM","989","532","82.7%","81.8%","4.56","0.86","17.37","3.90","4.5%","24"
"","Liam Fraser","FCD","2023","CM","410","221","84.6%","82.5%","4.56","2.06","19.92","4.58","6.5%","7"
"","Tim Melia","SKC","2019","GK","3171","1053","77.9%","77.4%","4.55","0.43","35.01","25.16","5.8%","32"
"","Przemyslaw Frankowski","CHI","2019","W","2529","1032","76.1%","75.6%","4.55","0.44","17.85","0.86","7.4%","31"
"","Julián Fernández","NYC","2023","W","364","194","74.2%","71.9%","4.54","2.34","18.57","3.00","4.6%","9"
