"","Player","Team","Season","Position","Minutes","Passes","Pass %","xPass %","Score","Per100","Distance","Vertical","Touch %","Games"
"","Chad Barson","CLB","2014","FB","835","407","78.6%","78.8%","-0.89","-0.22","19.80","4.68","6.3%","13"
"","David Horst","POR","2013","CB","114","21","71.4%","75.6%","-0.89","-4.22","26.27","13.62","3.7%","2"
"","Memo Rodríguez","ATX, LAG","2023","W","1013","356","74.2%","74.4%","-0.89","-0.25","17.85","0.07","3.6%","21"
"","Calum Mallace","LAFC","2018","CM","50","26","80.8%","84.2%","-0.90","-3.45","18.25","-4.23","0.9%","5"
"","Shea Salinas","SJE","2020","W","882","375","79.2%","79.4%","-0.90","-0.24","19.11","1.25","3.5%","23"
"","Adam Larsen Kwarasey","POR","2016","GK","640","174","58.6%","59.1%","-0.90","-0.52","46.62","40.17","5.2%","7"
"","J.J. Williams","ATL","2020","ST","17","1","0.0%","90.3%","-0.90","-90.31","0.00","0.00","0.2%","1"
"","George Marks","CLT","2022","GK","102","34","82.3%","85.0%","-0.90","-2.66","30.28","21.00","6.1%","1"
"","Tommy Thompson","SJE","2022","FB","1457","818","84.1%","84.2%","-0.91","-0.11","17.15","1.29","5.5%","27"
"","Coy Craft","FCD","2014","ST","11","1","0.0%","90.9%","-0.91","-90.92","0.00","0.00","0.3%","1"
"","Wilson Harris","SKC","2021","ST","222","49","75.5%","77.4%","-0.91","-1.86","16.19","-2.91","1.4%","9"
"","Eloy Room","CLB","2021","GK","2983","924","68.9%","69.0%","-0.91","-0.10","38.16","30.36","5.5%","30"
"","Víctor Pérez","CHI","2015","CM","7","3","33.3%","63.7%","-0.91","-30.40","31.26","2.93","0.8%","1"
"","Luis Flores","SKC","2023","W","8","2","50.0%","95.7%","-0.91","-45.72","31.28","-4.54","0.5%","1"
"","Ronaldo Peña","HOU","2020","ST","46","13","61.5%","68.6%","-0.92","-7.07","15.77","-5.44","4.0%","1"
"","Donny Toia","ORL","2018","FB","256","128","77.3%","78.1%","-0.92","-0.72","19.59","5.13","7.0%","4"
"","Kobe Franklin","TOR","2022","CB","17","2","50.0%","96.3%","-0.93","-46.25","41.83","-27.95","0.8%","1"
"","Yeferson Soteldo","TOR","2021","W","1888","832","73.3%","73.4%","-0.93","-0.11","17.46","0.49","8.3%","24"
"","Julian Hall","NYRB","2023","ST","18","2","0.0%","46.5%","-0.93","-46.49","0.00","0.00","0.7%","1"
"","Anthony Arena","HOU","2013","CB","79","22","72.7%","77.0%","-0.93","-4.23","24.44","14.80","5.8%","1"
"","Jon Bakero","TOR, CHI","2018","ST","255","98","78.6%","79.5%","-0.93","-0.95","18.51","0.73","2.7%","7"
"","Matías Pérez García","SJE, ORL","2016","W","1761","1025","74.1%","74.1%","-0.94","-0.09","21.77","4.54","7.8%","27"
"","Laurent Ciman","TOR","2020","CB","595","304","84.5%","84.9%","-0.94","-0.31","23.28","7.04","4.4%","12"
"","Calvin Harris","CIN","2022","FB","216","48","87.5%","89.5%","-0.94","-1.95","13.23","-4.99","1.7%","8"
"","Damien Perquis","TOR","2016","CB","1060","486","78.0%","78.2%","-0.94","-0.19","25.39","11.03","8.7%","12"
"","Victor Arboleda","POR","2017","W","72","22","63.6%","67.9%","-0.94","-4.28","14.67","5.53","1.4%","5"
"","Edgar Castillo","ATL","2020","FB","171","92","82.6%","83.6%","-0.94","-1.03","17.63","0.18","5.2%","4"
"","Vincent Nogueira","PHI","2015","DM","2134","1321","84.8%","84.9%","-0.95","-0.07","20.83","4.81","10.5%","27"
"","Khari Stephenson","SJE","2015","DM","234","92","82.6%","83.6%","-0.95","-1.03","25.02","4.17","5.0%","4"
"","Nick DeLeon","DCU","2014","W","2889","1048","79.0%","79.1%","-0.95","-0.09","17.31","1.58","7.5%","32"
"","Sean Davis","NYRB","2019","DM","2820","1569","76.1%","76.2%","-0.95","-0.06","17.46","7.79","11.0%","30"
"","Calvin Harris","CIN","2021","W","513","149","82.5%","83.2%","-0.95","-0.64","17.55","-2.40","2.3%","16"
"","Álvaro Fernández","SEA","2016","W","560","209","73.7%","74.1%","-0.95","-0.45","15.61","3.17","4.6%","10"
"","Dominique Badji","NSH","2020","ST","786","137","73.7%","74.4%","-0.95","-0.70","15.92","-0.88","3.4%","12"
"","Luke Mulholland","RSL","2019","DM","24","12","66.7%","74.6%","-0.95","-7.96","21.18","15.87","2.9%","1"
"","Lawson Sunderland","MIA","2023","CM","70","32","78.1%","81.1%","-0.95","-2.98","14.96","1.68","3.2%","2"
"","Griffin Dorsey","TOR","2019","FB","9","1","0.0%","95.6%","-0.96","-95.60","0.00","0.00","0.2%","1"
"","Justin Portillo","RSL","2021","DM","19","9","66.7%","77.3%","-0.96","-10.65","19.29","-3.43","0.9%","2"
"","Bradford Jamieson","LAG","2016","ST","52","22","72.7%","77.1%","-0.96","-4.38","15.89","1.11","1.7%","3"
"","John McCarthy","LAFC","2022","GK","101","30","70.0%","73.2%","-0.96","-3.21","38.11","30.38","7.4%","1"
"","João Pedro","LAG","2017","DM","2482","1133","80.3%","80.4%","-0.97","-0.09","20.38","6.11","8.6%","28"
"","Sam Cronin","COL","2016","DM","3132","1648","81.4%","81.4%","-0.97","-0.06","22.29","6.38","9.9%","33"
"","Kianz Froese","VAN","2014","W","52","7","71.4%","85.4%","-0.98","-14.01","9.11","-0.94","2.5%","1"
"","Yosuke Hanya","COL","2023","ST","56","11","63.6%","72.5%","-0.98","-8.92","17.69","-1.74","1.6%","2"
"","Landon Donovan","LAG","2014","W","2910","1750","78.2%","78.2%","-0.99","-0.06","18.69","1.59","10.2%","31"
"","Erik Hurtado","DCU","2023","ST","329","53","75.5%","77.3%","-0.99","-1.87","10.88","-2.01","2.3%","7"
"","Micael","HOU","2022","CM","53","27","85.2%","88.8%","-0.99","-3.67","19.46","2.23","5.2%","1"
"","Saad Abdul-Salaam","SEA","2019","FB","1208","573","76.6%","76.8%","-0.99","-0.17","18.76","3.35","6.2%","18"
"","Felipe Mora","POR","2022","ST","119","26","73.1%","76.9%","-1.00","-3.83","11.03","-2.69","1.1%","7"
"","Omar Sowe","NYRB","2021","ST","24","3","33.3%","66.7%","-1.00","-33.37","12.64","-6.44","1.5%","1"
"","Robbie Russell","DCU","2013","CM","12","6","50.0%","66.7%","-1.00","-16.68","13.48","1.03","1.0%","1"
"","Maxim Tissot","DCU","2017","FB","97","53","64.1%","66.0%","-1.00","-1.89","25.42","14.40","10.8%","1"
"","Kevin Molino","CLB","2021","W","648","298","77.8%","78.2%","-1.00","-0.34","16.45","2.57","5.7%","11"
"","Dylan Borrero","NER","2022","W","660","191","73.3%","73.8%","-1.01","-0.53","19.61","3.39","4.1%","12"
"","Hany Mukhtar","NSH","2020","AM","1156","478","78.7%","78.9%","-1.02","-0.21","17.21","-0.10","7.9%","15"
"","Ezequiel Barco","ATL","2020","W","1142","588","82.1%","82.3%","-1.02","-0.17","17.38","0.24","7.7%","15"
"","Nicolás Acevedo","NYC","2020","DM","178","96","84.4%","85.4%","-1.02","-1.06","18.98","2.06","1.5%","12"
"","Corben Bone","PHI","2014","W","20","7","28.6%","43.1%","-1.02","-14.57","10.13","-2.43","0.8%","2"
"","Bill Hamid","DCU","2022","GK","974","239","74.1%","74.5%","-1.03","-0.43","34.97","25.43","5.1%","10"
"","Justin Mapp","MTL","2014","W","1844","719","71.1%","71.2%","-1.03","-0.14","19.54","3.16","7.2%","23"
"","Ema Twumasi","FCD","2021","FB","1873","985","83.3%","83.4%","-1.04","-0.11","18.09","0.51","8.3%","23"
"","Jacori Hayes","FCD","2017","DM","98","39","76.9%","79.6%","-1.05","-2.69","20.25","4.33","3.6%","3"
"","Steve Neumann","NER","2016","W","76","33","69.7%","72.9%","-1.05","-3.18","17.84","3.44","1.7%","4"
"","Cameron Dunbar","LAG","2020","AM","98","23","73.9%","78.5%","-1.05","-4.57","14.72","-2.67","1.8%","4"
"","Lucas Esteves","COL","2021","FB","1021","532","75.9%","76.1%","-1.05","-0.20","18.97","2.08","7.4%","14"
"","Luca Petrasso","ORL","2023","FB","500","253","77.1%","77.5%","-1.06","-0.42","17.26","4.51","4.2%","12"
"","James Sands","NYC","2018","DM","230","153","86.3%","87.0%","-1.06","-0.69","19.83","4.34","7.7%","3"
"","Jack Barmby","POR","2017","W","145","82","75.6%","76.9%","-1.07","-1.31","22.27","4.02","1.8%","10"
"","Charlie Davies","NER","2014","ST","1222","214","73.8%","74.3%","-1.07","-0.50","13.78","-3.09","3.3%","18"
"","Julian Dunn-Johnson","TOR","2018","CB","114","36","75.0%","78.0%","-1.08","-3.00","21.36","8.97","4.1%","2"
"","Brad Stuver","ATX","2021","GK","3277","1229","82.8%","82.9%","-1.08","-0.09","29.99","21.11","6.5%","33"
"","Ema Twumasi","FCD","2019","FB","38","15","73.3%","80.5%","-1.08","-7.21","17.91","-2.45","1.7%","2"
"","Griffin Yow","DCU","2022","AM","307","58","72.4%","74.3%","-1.08","-1.87","15.23","-3.26","2.8%","7"
"","Will Bruin","SEA","2019","ST","469","98","68.4%","69.5%","-1.08","-1.10","12.08","-1.24","2.8%","9"
"","Gonzalo Verón","NYRB","2016","W","729","226","71.2%","71.7%","-1.08","-0.48","13.98","-0.77","2.7%","23"
"","Andre Akpan","NYRB, COL","2013","ST","174","61","70.5%","72.3%","-1.09","-1.78","13.32","-0.40","1.9%","8"
"","Filip Yavorov Krastev","LAFC","2023","CM","207","95","79.0%","80.1%","-1.09","-1.15","15.68","3.80","2.5%","9"
"","Gabriel Pereira","NYC","2023","W","1706","484","70.0%","70.3%","-1.09","-0.23","20.59","2.95","5.3%","22"
"","Román Torres","SEA","2019","CB","1271","506","78.5%","78.7%","-1.10","-0.22","25.55","10.09","6.2%","17"
"","Dejan Jakovic","DCU","2013","CB","1688","678","84.1%","84.2%","-1.10","-0.16","22.87","9.73","8.8%","18"
"","Carlos Gruezo","FCD","2019","DM","866","576","88.4%","88.6%","-1.10","-0.19","19.31","1.79","10.5%","9"
"","Tega Ikoba","POR","2022","ST","32","4","50.0%","77.6%","-1.10","-27.57","28.30","-2.76","0.9%","2"
"","Brian Rodríguez","LAFC","2022","W","895","229","72.5%","73.0%","-1.10","-0.48","13.62","-0.29","5.1%","14"
"","Matthew Fondy","CHV","2013","W","264","62","69.3%","71.1%","-1.11","-1.79","14.86","1.02","3.0%","7"
"","Adama Diomande","LAFC","2020","ST","16","3","33.3%","70.3%","-1.11","-36.99","29.82","27.95","0.6%","1"
"","Eldin Jakupovic","LAFC","2023","GK","201","42","69.0%","71.7%","-1.11","-2.64","40.67","31.18","3.5%","2"
"","Tah Brian Anunga","NSH","2020","CM","843","389","85.9%","86.2%","-1.11","-0.29","18.34","0.79","6.0%","14"
"","Sean Davis","NYRB","2020","CM","1176","659","77.7%","77.9%","-1.12","-0.17","17.06","6.39","9.6%","14"
"","Christopher Garcia","RSL","2022","W","9","4","25.0%","52.9%","-1.12","-27.93","25.94","13.80","0.9%","2"
"","Anthony Wallace","COL","2013","FB","136","66","63.6%","65.3%","-1.12","-1.70","27.23","13.93","2.5%","6"
"","Joe Bendik","PHI","2020","GK","105","26","42.3%","46.6%","-1.12","-4.32","56.10","50.07","2.6%","2"
"","Lee Nguyen","NER","2016","AM","3112","1514","76.2%","76.3%","-1.12","-0.07","20.22","4.90","9.5%","33"
"","Ben Lundt","STL","2023","GK","106","28","82.1%","86.2%","-1.13","-4.03","28.19","21.64","5.7%","1"
"","Zach Ryan","NYRB","2022","ST","69","16","75.0%","82.1%","-1.13","-7.07","13.73","-0.03","1.0%","6"
"","Nazmi Albadawi","CIN","2019","DM","14","6","66.7%","85.5%","-1.13","-18.87","13.14","-4.44","1.8%","1"
"","Jonathan Lewis","NYC","2018","W","295","95","71.6%","72.8%","-1.14","-1.20","15.61","-2.29","1.5%","14"
"","André Horta","LAFC","2018","CM","371","238","86.6%","87.0%","-1.14","-0.48","20.63","3.11","4.0%","11"
"","Jérémy Gagnon-Laparé","MTL","2014","FB","292","147","78.2%","79.0%","-1.14","-0.77","22.74","2.38","6.3%","5"
"","Jerome Kiesewetter","MIA","2020","W","35","3","33.3%","71.4%","-1.14","-38.03","5.87","-4.37","0.3%","2"
"","Romell Quioto","HOU","2019","W","886","372","64.5%","64.8%","-1.14","-0.31","21.19","1.16","4.9%","18"
"","Rodolfo Zelaya","LAFC","2019","W","134","27","66.7%","70.9%","-1.15","-4.26","18.07","0.49","2.0%","4"
"","Hassani Dotson","MIN","2020","DM","1332","634","82.5%","82.7%","-1.15","-0.18","17.82","3.10","7.7%","18"
"","Kosi Thompson","TOR","2023","CM","650","237","84.4%","84.9%","-1.15","-0.49","16.33","1.33","3.7%","14"
"","Amadou Dia","SKC","2021","FB","120","65","78.5%","80.2%","-1.15","-1.77","18.02","1.55","2.9%","4"
"","Kristian Fletcher","DCU","2022","W","71","18","77.8%","84.2%","-1.16","-6.42","16.30","-8.65","2.8%","2"
"","Romario Williams","ATL","2018","ST","299","62","72.6%","74.5%","-1.16","-1.87","14.14","0.41","1.2%","17"
"","Kendall Waston","CIN","2019","CB","2399","1207","78.5%","78.5%","-1.16","-0.10","25.13","11.30","10.7%","25"
"","Luis González","FCD","2017","W","17","5","40.0%","63.2%","-1.16","-23.20","18.84","0.43","0.7%","2"
"","Donald Smith","NER","2017","FB","58","21","61.9%","67.5%","-1.17","-5.55","22.78","3.72","4.3%","1"
"","Brent Kallman","MIN","2023","CB","248","98","84.7%","85.9%","-1.17","-1.19","23.51","10.47","3.1%","7"
"","Alexandru Mitrita","NYC","2020","W","770","281","76.5%","76.9%","-1.17","-0.41","18.25","2.95","5.7%","12"
"","Thomas Hasal","VAN","2023","GK","101","42","78.6%","81.3%","-1.17","-2.78","34.00","24.10","6.6%","1"
"","Theo Bair","VAN","2021","ST","41","13","53.8%","62.8%","-1.17","-8.98","13.80","-1.27","0.9%","4"
"","Travis Worra","DCU","2015","GK","39","10","40.0%","51.7%","-1.17","-11.71","53.65","47.95","1.8%","1"
"","Luis Argudo","CLB","2018","W","710","323","81.1%","81.5%","-1.17","-0.36","19.25","1.21","4.0%","18"
"","Fanendo Adi","POR","2018","ST","901","210","75.2%","75.8%","-1.18","-0.56","13.80","-0.95","4.3%","14"
"","Miguel Aguilar","DCU","2015","W","606","177","74.6%","75.3%","-1.19","-0.68","15.97","1.41","2.9%","17"
"","Ryan Hollingshead","FCD","2020","FB","1906","917","79.8%","80.0%","-1.20","-0.13","19.06","3.02","9.6%","20"
"","Steven Kinney","CHI","2013","FB","194","83","66.3%","67.7%","-1.21","-1.45","27.19","16.57","10.5%","2"
"","Clément Diop","LAG","2016","GK","193","68","64.7%","66.5%","-1.21","-1.78","44.16","37.37","6.7%","2"
"","Alec Kann","CHI","2015","GK","96","33","69.7%","73.4%","-1.21","-3.66","34.90","23.06","6.0%","1"
"","Michael Fucito","SJE","2013","ST","261","63","66.7%","68.6%","-1.21","-1.92","13.67","2.00","2.3%","7"
"","Joshua Penn","MIA","2021","ST","30","9","66.7%","80.1%","-1.21","-13.48","18.36","0.72","1.3%","2"
"","Ronald Donkor","NYRB","2023","AM","63","21","57.1%","62.9%","-1.22","-5.80","20.62","6.76","2.1%","3"
"","Tayvon Gray","NYC","2021","FB","421","200","76.0%","76.6%","-1.22","-0.61","18.51","1.55","3.9%","10"
"","Greg Ranjitsingh","MIN","2020","GK","297","95","74.7%","76.0%","-1.22","-1.29","33.92","25.45","5.7%","3"
"","Collin Smith","FCD","2023","FB","113","27","74.1%","78.6%","-1.22","-4.53","16.29","1.87","3.2%","2"
"","Reagan Dunk","RSL","2017","FB","186","89","67.4%","68.8%","-1.22","-1.38","16.48","7.78","6.8%","3"
"","Alexandru Matan","CLB","2022","W","58","27","66.7%","71.2%","-1.23","-4.54","15.46","-0.05","1.0%","6"
"","Tyler Wolff","ATL","2020","CM","142","46","82.6%","85.3%","-1.23","-2.67","16.19","-2.52","1.8%","5"
"","Erik López","ATL","2023","ST","28","5","60.0%","84.6%","-1.23","-24.60","18.09","3.68","1.4%","1"
"","Hernán Bernardello","MTL","2013","CM","670","435","80.9%","81.2%","-1.23","-0.28","25.38","8.72","10.7%","8"
"","Jérémy Gagnon-Laparé","MTL","2015","CM","28","12","66.7%","77.0%","-1.24","-10.30","14.19","2.14","1.4%","2"
"","Eric Calvillo","SJE","2020","CM","204","96","84.4%","85.7%","-1.24","-1.29","21.22","0.80","3.2%","6"
"","Gershon Koffie","VAN","2015","DM","2169","928","80.7%","80.8%","-1.24","-0.13","19.74","6.43","8.0%","28"
"","Mohammed Saeid","COL, MIN","2017","CM","2692","1358","76.4%","76.4%","-1.24","-0.09","20.71","4.70","9.3%","32"
"","Marvin Loría","POR","2020","W","776","238","78.1%","78.7%","-1.25","-0.52","19.83","-0.11","3.9%","17"
"","Chris Rindov","SKC","2023","CB","13","9","66.7%","80.6%","-1.25","-13.92","24.20","5.25","1.5%","1"
"","Ryan Raposo","VAN","2020","W","465","125","77.6%","78.6%","-1.25","-1.00","17.31","-2.37","2.3%","15"
"","Andres Gomez","RSL","2023","W","1564","411","67.2%","67.5%","-1.26","-0.31","16.86","3.64","4.2%","30"
"","Nick Lima","ATX","2022","FB","2591","1315","80.5%","80.6%","-1.26","-0.10","21.96","1.62","7.7%","34"
"","Youness Mokhtar","CLB","2020","W","897","327","74.3%","74.7%","-1.26","-0.39","18.06","1.45","4.1%","19"
"","Leonard Owusu","VAN","2021","CM","1182","431","82.4%","82.7%","-1.26","-0.29","20.67","2.45","4.1%","24"
"","Eric Miller","MTL","2015","FB","563","285","73.3%","73.8%","-1.26","-0.44","18.50","4.74","7.2%","9"
"","Jonathan Menéndez","RSL","2022","ST","161","34","73.5%","77.3%","-1.27","-3.72","14.79","-2.38","2.5%","4"
"","Mason Toye","MIN, MTL","2020","ST","661","133","75.9%","76.9%","-1.27","-0.95","16.16","-4.12","2.2%","14"
"","Andre Blake","PHI","2020","GK","2079","628","59.1%","59.3%","-1.28","-0.20","46.59","39.50","5.8%","21"
"","José Mulato","FCD","2023","ST","151","20","65.0%","71.4%","-1.28","-6.41","15.27","0.70","0.9%","7"
"","Carlos Terán","CHI","2020","CB","28","14","57.1%","66.3%","-1.28","-9.16","17.81","10.66","1.6%","2"
"","Gyasi Zardes","ATX","2023","ST","1610","269","72.9%","73.3%","-1.29","-0.48","14.55","1.12","2.9%","28"
"","Benjamin Cremaschi","MIA","2023","CM","1993","849","84.2%","84.4%","-1.29","-0.15","15.72","0.41","6.3%","28"
"","Robinho","ORL","2020","W","166","78","70.5%","72.2%","-1.30","-1.66","18.34","-1.42","3.5%","5"
"","David Horst","RSL","2018","CB","342","143","75.5%","76.4%","-1.30","-0.91","24.61","10.46","6.7%","5"
"","Álvaro Rey","TOR","2013","W","824","295","72.5%","73.0%","-1.30","-0.44","21.39","3.13","6.3%","13"
"","Paolo Tornaghi","VAN","2016","GK","95","32","53.1%","57.2%","-1.31","-4.09","54.11","48.74","7.5%","1"
"","Marlon Vargas","COL","2023","CM","17","9","66.7%","81.2%","-1.31","-14.58","14.35","0.12","1.8%","1"
"","Brek Shea","MIA","2022","FB","182","88","80.7%","82.2%","-1.31","-1.49","17.45","4.21","4.9%","4"
"","Samuel Grandsir","LAG","2022","W","1787","718","77.9%","78.0%","-1.31","-0.18","16.33","-2.29","4.3%","33"
"","Matai Akinmboni","DCU","2023","CB","202","103","87.4%","88.7%","-1.31","-1.28","22.78","5.43","6.5%","3"
"","Adam Jahn","CLB","2018","ST","101","20","55.0%","61.6%","-1.32","-6.59","13.82","1.25","0.7%","8"
"","Julian Araujo","LAG","2019","FB","995","433","73.0%","73.3%","-1.33","-0.31","18.31","3.91","5.3%","18"
"","Russell Canouse","DCU","2017","DM","928","420","83.8%","84.1%","-1.33","-0.32","19.78","2.31","10.2%","10"
"","Jimmy Medranda","SKC","2015","W","447","198","70.2%","70.9%","-1.33","-0.67","20.39","7.10","7.0%","7"
"","Michael Baldisimo","VAN","2020","DM","783","426","82.2%","82.5%","-1.33","-0.31","24.86","5.86","7.1%","13"
"","Nicholas Markanich","CIN","2022","ST","148","33","75.8%","79.8%","-1.33","-4.04","13.16","-5.21","1.5%","9"
"","Dixon Arroyo","MIA","2023","CM","1977","1179","88.0%","88.1%","-1.33","-0.11","21.56","3.41","8.9%","24"
"","Donny Toia","MTL","2015","FB","2911","1383","77.0%","77.1%","-1.34","-0.10","20.27","6.35","9.8%","31"
"","Nico Lemoine","HOU","2021","ST","62","7","71.4%","90.6%","-1.34","-19.13","10.87","-2.07","3.9%","1"
"","Earl Edwards Jr.","ORL","2018","GK","428","176","78.4%","79.2%","-1.34","-0.76","38.14","25.99","6.3%","5"
"","Steven Caldwell","TOR","2013","CB","2230","751","73.5%","73.7%","-1.34","-0.18","28.76","16.32","8.5%","23"
"","Lionel Messi","MIA","2023","ST","409","214","75.7%","76.3%","-1.34","-0.63","17.87","5.92","6.8%","6"
"","Dillon Powers","ORL","2018","W","89","28","82.1%","86.9%","-1.34","-4.80","12.97","1.21","1.8%","3"
"","Phanuel Kavita","RSL","2015","CB","193","55","76.4%","78.8%","-1.34","-2.44","24.61","7.66","7.8%","2"
"","James Pantemis","MTL","2023","GK","182","64","81.3%","83.4%","-1.34","-2.10","26.29","19.84","6.0%","2"
"","Leonardo Campana","MIA","2023","ST","1809","445","79.1%","79.4%","-1.35","-0.30","15.34","-1.37","4.1%","26"
"","Tosaint Ricketts","TOR","2018","ST","687","138","78.3%","79.2%","-1.35","-0.98","13.63","-4.16","1.8%","18"
"","Kevin Ellis","SKC","2013","FB","119","47","70.2%","73.1%","-1.36","-2.89","17.65","5.27","5.6%","2"
"","Joseph Greenspan","MIN","2017","CB","254","142","85.9%","86.9%","-1.36","-0.96","25.22","6.96","6.2%","4"
"","Sheanon Williams","LAG","2018","FB","192","60","76.7%","78.9%","-1.36","-2.27","19.97","6.24","1.8%","8"
"","Pablo Piatti","TOR","2020","W","1410","743","79.3%","79.5%","-1.36","-0.18","16.99","-0.31","8.4%","17"
"","Harry Shipp","SEA","2020","W","52","25","72.0%","77.5%","-1.37","-5.46","17.82","1.90","2.1%","2"
"","Eriq Zavaleta","TOR","2015","CB","1167","437","78.3%","78.6%","-1.38","-0.31","24.09","12.16","5.8%","18"
"","Michael Farfan","SEA","2016","ST","30","16","81.3%","89.9%","-1.38","-8.63","17.94","-1.72","3.9%","1"
"","Brian Ownby","HOU","2014","ST","416","164","71.3%","72.2%","-1.38","-0.84","17.45","0.03","2.1%","19"
"","Dom Dwyer","ORL","2020","ST","132","21","71.4%","78.0%","-1.38","-6.57","14.70","-1.64","2.7%","2"
"","Davy Armstrong","COL","2014","FB","73","39","56.4%","60.0%","-1.38","-3.54","25.65","17.09","4.2%","2"
"","Matheus Aias","ORL","2021","ST","23","2","0.0%","69.4%","-1.39","-69.41","0.00","0.00","0.4%","2"
"","Erick Torres","ATL","2021","ST","727","149","79.9%","80.8%","-1.39","-0.93","16.24","-3.17","2.2%","20"
"","Pierre Reedy","RSL","2022","W","12","2","0.0%","69.5%","-1.39","-69.55","0.00","0.00","1.8%","1"
"","Femi Hollinger-Janzen","NER","2017","AM","190","48","70.8%","73.7%","-1.39","-2.90","15.53","-3.87","1.0%","13"
"","Abu Danladi","MIN","2019","W","829","203","71.4%","72.1%","-1.39","-0.69","16.28","0.42","2.5%","24"
"","Justin Morrow","TOR","2021","FB","1091","462","81.8%","82.1%","-1.40","-0.30","15.78","2.27","4.2%","21"
"","Lewis Morgan","MIA","2020","W","2105","877","59.0%","59.1%","-1.40","-0.16","22.96","3.55","9.1%","23"
"","Ethan Finlay","CLB","2015","W","2957","710","70.3%","70.5%","-1.41","-0.20","17.20","0.93","4.9%","34"
"","Artur","CLB","2021","DM","464","250","87.6%","88.2%","-1.41","-0.56","19.83","2.59","8.4%","6"
"","Ballou Tabla","MTL","2019","W","149","59","78.0%","80.4%","-1.41","-2.39","16.66","0.86","3.0%","4"
"","Raul Mendiola","LAG","2016","W","391","167","77.3%","78.1%","-1.41","-0.85","15.04","2.34","6.0%","6"
"","Kamani Hill","COL","2013","ST","212","88","78.4%","80.0%","-1.41","-1.61","16.64","-0.84","3.3%","6"
"","Benjamin Kikanovic","SJE","2023","W","837","199","74.9%","75.6%","-1.42","-0.71","13.63","-1.23","2.3%","24"
"","Cristian Techera","VAN","2015","W","1682","534","70.6%","70.9%","-1.42","-0.27","20.16","3.18","6.6%","22"
"","Paul Marie","SJE","2020","FB","400","216","75.9%","76.6%","-1.42","-0.66","18.80","3.94","3.8%","12"
"","Robert Earnshaw","VAN","2015","AM","75","19","63.2%","70.6%","-1.42","-7.48","17.74","6.42","0.6%","9"
"","Eric Miller","NSH","2020","FB","470","217","73.3%","73.9%","-1.42","-0.66","18.38","4.03","7.1%","6"
"","Anderson Conceicão","PHI","2016","CB","96","24","66.7%","72.6%","-1.43","-5.94","21.92","9.34","7.0%","1"
"","Daniel Johnson","CHI","2017","W","157","69","78.3%","80.3%","-1.43","-2.07","17.64","-0.10","2.0%","8"
"","Neco Brett","POR","2016","ST","2","3","33.3%","80.9%","-1.43","-47.59","8.54","3.56","0.5%","1"
"","Joe Willis","HOU","2017","GK","780","211","51.2%","51.9%","-1.43","-0.68","51.73","46.04","5.3%","8"
"","Cameron Duke","SKC","2020","CM","256","53","73.6%","76.3%","-1.43","-2.70","15.06","1.39","2.2%","8"
"","Joe Bendik","PHI","2023","GK","792","166","63.9%","64.7%","-1.43","-0.86","44.12","36.05","4.3%","8"
"","Ousseni Bouda","SJE","2022","W","164","50","74.0%","76.9%","-1.44","-2.88","17.34","-2.47","1.3%","9"
"","Brek Shea","VAN","2018","W","1705","637","70.6%","70.9%","-1.44","-0.23","20.02","5.43","5.4%","28"
"","Je-Vaughn Watson","FCD","2015","FB","2140","1069","75.3%","75.4%","-1.44","-0.13","22.36","7.81","10.3%","23"
"","Spencer Richey","CHI","2022","GK","103","32","40.6%","45.1%","-1.44","-4.50","54.99","48.03","6.1%","1"
"","Emrah Klimenta","LAG","2018","FB","163","84","78.6%","80.3%","-1.44","-1.72","18.78","5.25","8.0%","2"
"","A.J. Cochran","HOU","2015","CB","546","207","72.0%","72.7%","-1.45","-0.70","24.65","11.71","7.8%","7"
"","Héber","NYC","2021","ST","125","31","77.4%","82.1%","-1.45","-4.67","13.63","-5.08","0.9%","7"
"","Noah Cobb","ATL","2023","CB","218","148","86.5%","87.5%","-1.45","-0.98","23.42","3.70","8.6%","3"
"","Moses Nyeman","RSL","2023","CM","36","16","81.3%","90.3%","-1.45","-9.08","21.66","-0.26","1.5%","2"
"","Andrew Driver","HOU","2014","CM","2060","757","74.9%","75.1%","-1.46","-0.19","17.61","1.87","5.3%","34"
"","Ben Bender","CLT","2023","CM","997","359","75.8%","76.2%","-1.46","-0.41","17.99","2.57","4.7%","17"
"","Omar Cummings","HOU","2013","ST","238","58","74.1%","76.7%","-1.46","-2.52","18.43","-1.84","1.5%","11"
"","Cristián Gutiérrez","TOR","2023","FB","275","133","82.7%","83.8%","-1.46","-1.10","16.05","-1.02","4.1%","6"
"","Roland Alberg","PHI","2017","AM","972","275","77.8%","78.3%","-1.46","-0.53","19.78","0.92","3.0%","24"
"","Rodney Redes","ATX","2023","W","553","143","67.8%","68.8%","-1.46","-1.02","17.39","0.20","3.3%","11"
"","Christian Ramirez","HOU","2021","ST","110","22","72.7%","79.4%","-1.46","-6.65","15.26","-1.41","0.8%","6"
"","Ike Opara","SKC","2014","CB","163","96","83.3%","84.9%","-1.46","-1.52","23.95","6.74","7.1%","3"
"","Julian Dunn-Johnson","TOR","2021","CB","95","32","68.8%","73.3%","-1.47","-4.58","23.12","12.98","7.1%","1"
"","Jesús David Murillo","LAFC","2022","CB","2586","1178","80.9%","81.0%","-1.47","-0.12","23.95","9.75","8.5%","29"
