"","Player","Team","Season","Position","Minutes","Shots","SoT","G","xG","xPlace","G-xG","KeyP","A","xA","A-xA","xG+xA","PA","xPA"
"","Erick Torres","ATL","2021","ST","727","20","6","0","1.85","-0.99","-1.85","4","0","0.38","-0.38","2.23","0.00","1.76"
"","Benjamin Kikanovic","SJE","2023","W","837","14","2","1","2.01","-0.75","-1.01","5","0","0.22","-0.22","2.23","0.65","1.06"
"","Daniel Pereira Gil","ATX","2023","CM","2779","16","5","0","0.43","0.04","-0.43","26","5","1.80","3.20","2.22","0.00","0.31"
"","Sam Nicholson","COL","2023","FB","1612","18","2","1","1.57","-0.95","-0.57","11","1","0.65","0.35","2.22","0.60","1.03"
"","Paul Marie","SJE","2023","FB","2209","23","5","1","1.48","0.39","-0.48","12","1","0.74","0.26","2.22","1.61","1.37"
"","Luca Petrasso","TOR","2022","FB","1893","9","3","0","0.63","-0.42","-0.63","19","2","1.58","0.42","2.21","0.00","0.34"
"","Mathieu Choinière","MTL","2022","FB","1524","15","2","2","1.23","0.17","0.77","13","0","0.98","-0.98","2.21","0.59","0.65"
"","Miguel Ángel Navarro","CHI","2021","FB","2414","14","0","0","0.42","-0.42","-0.42","20","1","1.79","-0.79","2.21","0.00","0.23"
"","Thorleifur Úlfarsson","HOU","2023","ST","567","16","9","3","1.24","1.02","1.76","9","1","0.96","0.04","2.20","1.74","0.68"
"","Sean Nealis","NYRB","2021","CB","2674","20","4","1","2.12","-0.95","-1.12","1","0","0.08","-0.08","2.20","0.17","1.30"
"","Wilder Cartagena","ORL","2023","DM","2120","11","4","1","0.59","0.43","0.41","13","1","1.60","-0.60","2.19","1.06","0.36"
"","Jesús David Murillo","LAFC","2022","CB","2586","16","4","2","1.90","-0.30","0.10","2","1","0.28","0.72","2.18","0.93","0.87"
"","Jackson Hopkins","DCU","2022","W","1009","8","1","0","0.58","-0.55","-0.58","17","1","1.60","-0.60","2.18","0.00","0.47"
"","Abu Danladi","MIN","2022","W","717","10","4","2","1.26","0.29","0.74","6","0","0.92","-0.92","2.18","0.64","0.78"
"","Carlos Gruezo","SJE","2023","DM","2348","10","3","0","1.01","-0.16","-1.01","12","2","1.16","0.84","2.18","0.00","0.12"
"","Calvin Harris","COL","2023","W","889","11","6","1","1.11","-0.07","-0.11","6","2","1.06","0.94","2.17","0.32","0.53"
"","Steve Birnbaum","DCU","2023","CB","1825","15","4","1","1.11","0.78","-0.11","6","0","1.06","-1.06","2.17","0.92","0.63"
"","Matthew Hoppe","SJE","2023","W","370","9","3","2","1.55","-0.40","0.45","3","0","0.60","-0.60","2.15","2.03","1.63"
"","Francisco Calvo","CHI","2021","CB","1613","20","5","1","1.73","-0.87","-0.73","4","0","0.41","-0.41","2.14","0.94","1.36"
"","Chris Mueller","CHI","2023","W","789","15","3","2","1.74","-0.56","0.26","8","0","0.39","-0.39","2.13","0.71","1.17"
"","Bill Tuiloma","POR","2021","CB","2022","22","6","1","1.86","-0.36","-0.86","5","0","0.27","-0.27","2.13","0.97","0.91"
"","Jairo Torres","CHI","2023","W","863","18","4","0","1.83","-1.01","-1.83","6","0","0.30","-0.30","2.13","0.00","1.51"
"","Leon Flach","PHI","2022","CM","3012","11","4","0","0.90","-0.21","-0.90","16","1","1.23","-0.23","2.13","0.00","0.51"
"","Claudio Bravo","POR","2023","FB","2465","21","5","2","0.90","-0.23","1.10","16","1","1.22","-0.22","2.12","0.82","0.63"
"","Dylan Borrero","NER","2023","W","546","16","7","2","1.28","0.21","0.72","6","0","0.83","-0.83","2.11","1.05","0.84"
"","Francisco Ginella","LAFC","2021","CM","986","10","4","0","0.73","0.32","-0.73","10","0","1.38","-1.38","2.11","0.00","0.46"
"","Steven Moreira","CLB","2023","CB","3169","6","2","0","0.58","0.02","-0.58","20","2","1.53","0.47","2.11","0.00","0.50"
"","Daniel Pereira Gil","ATX","2022","DM","2270","20","8","2","1.19","-0.23","0.81","17","0","0.92","-0.92","2.10","1.31","0.73"
"","Derrick Etienne","ATL","2023","W","1162","10","2","0","0.94","-0.76","-0.94","18","1","1.16","-0.16","2.10","0.00","0.50"
"","Rafael Santos","ORL","2023","FB","2216","19","3","1","0.51","-0.08","0.49","15","2","1.59","0.41","2.10","0.00","0.19"
"","Nathan","POR","2022","ST","474","18","7","2","1.98","-0.52","0.02","5","0","0.12","-0.12","2.10","0.01","1.26"
"","Samuel Piette","MTL","2021","CM","1877","14","2","1","1.39","-0.08","-0.39","9","1","0.70","0.30","2.09","0.28","0.59"
"","Júnior Moreno","CIN","2022","CM","2212","15","3","2","0.79","0.41","1.21","14","0","1.30","-1.30","2.09","1.31","0.58"
"","Calvin Harris","CIN","2022","FB","216","7","3","1","1.42","0.26","-0.42","2","1","0.67","0.33","2.09","0.51","0.50"
"","Drew Skundrich","DCU","2021","CM","1263","14","4","0","1.07","-0.55","-1.07","12","1","1.02","-0.02","2.09","0.00","0.51"
"","Federico Navarro","CHI","2022","DM","2708","21","4","2","1.39","0.49","0.61","11","2","0.69","1.31","2.09","1.03","0.87"
"","Remi Walter","SKC","2021","CM","2069","21","7","1","1.33","-0.33","-0.33","12","1","0.75","0.25","2.08","0.45","0.44"
"","Jaroslaw Niezgoda","POR","2021","ST","319","7","5","3","1.52","1.16","1.48","6","1","0.57","0.43","2.08","0.54","0.33"
"","Memo Rodríguez","ATX, LAG","2023","W","1002","22","9","1","1.22","0.16","-0.22","12","1","0.86","0.14","2.08","1.34","0.76"
"","Jaylin Lindsey","CLT","2023","FB","1473","6","1","1","0.93","-0.51","0.07","10","2","1.14","0.86","2.07","0.52","0.58"
"","Andres Jasson","NYC","2022","FB","541","5","1","0","0.96","-0.13","-0.96","7","1","1.10","-0.10","2.06","0.00","0.40"
"","Brian Gutierrez","CHI","2021","W","671","15","4","0","1.14","0.06","-1.14","13","1","0.92","0.08","2.06","0.00","0.92"
"","Tristan Blackmon","VAN","2022","CB","2350","14","5","1","1.89","-0.49","-0.89","4","0","0.17","-0.17","2.05","0.61","1.38"
"","Ben Sweat","SKC","2022","FB","1665","10","3","0","0.58","-0.33","-0.58","15","3","1.47","1.53","2.05","0.00","0.33"
"","Steven Moreira","CLB","2021","FB","567","0","0","0","0.00","0.00","0.00","15","2","2.05","-0.05","2.05","0.00","0.00"
"","Miguel Ángel Navarro","CHI","2022","FB","2391","11","2","0","0.30","-0.13","-0.30","19","1","1.75","-0.75","2.05","0.00","0.18"
"","Sebastian Lletget","FCD","2023","CM","1276","12","3","0","0.95","-0.48","-0.95","14","2","1.10","0.90","2.05","0.00","0.77"
"","Kosi Thompson","TOR","2022","FB","1837","11","5","1","0.91","0.25","0.09","12","1","1.14","-0.14","2.05","0.67","0.51"
"","Russell Canouse","DCU","2021","CM","1867","21","8","1","1.93","0.46","-0.93","4","1","0.11","0.89","2.04","0.61","1.55"
"","Brecht Dejaegere","CLT","2023","W","510","12","3","1","1.45","-0.38","-0.45","5","0","0.59","-0.59","2.04","0.01","0.62"
"","Dru Yearwood","NYRB","2021","CM","1851","22","5","1","1.26","-0.27","-0.26","12","0","0.78","-0.78","2.04","0.52","0.75"
"","Miguel Trauco","SJE","2023","FB","2144","22","5","3","0.63","0.56","2.37","18","0","1.41","-1.41","2.04","2.30","0.50"
"","Jules-Anthony Vilsaint","MTL","2023","ST","439","13","6","1","1.83","-1.00","-0.83","2","0","0.20","-0.20","2.03","0.30","0.99"
"","Tim Leibold","SKC","2023","FB","974","8","3","0","0.34","0.54","-0.34","17","2","1.69","0.31","2.03","0.00","0.25"
"","Dru Yearwood","NYRB","2022","CM","1716","16","6","2","0.69","0.80","1.31","11","1","1.33","-0.33","2.02","0.81","0.49"
"","Jack McGlynn","PHI","2022","CM","1145","19","6","1","0.79","-0.18","0.21","14","3","1.23","1.77","2.02","0.22","0.43"
"","Marcelo Silva","RSL","2022","CB","3049","26","7","2","1.91","-0.44","0.09","4","0","0.11","-0.11","2.02","1.12","1.30"
"","Aké Arnaud Loba","NSH","2021","ST","478","5","3","1","1.05","0.12","-0.05","6","1","0.97","0.03","2.02","0.02","0.64"
"","Michael Boxall","MIN","2023","CB","3037","12","2","1","1.74","-0.84","-0.74","6","0","0.27","-0.27","2.02","0.89","1.31"
"","Brad Smith","DCU","2022","FB","1265","6","2","0","0.53","-0.28","-0.53","11","1","1.48","-0.48","2.02","0.00","0.28"
"","Sacha Kljestan","LAG","2022","DM","543","8","2","1","1.03","-0.13","-0.03","10","2","0.99","1.01","2.02","0.24","0.35"
"","Zac McGraw","POR","2022","CB","1225","10","4","1","1.99","-0.34","-0.99","1","0","0.02","-0.02","2.01","0.08","0.79"
"","Javain Brown","VAN","2021","FB","1895","17","2","0","0.75","-0.55","-0.75","12","2","1.26","0.74","2.00","0.00","0.65"
"","Graham Zusi","SKC","2022","FB","1815","13","4","2","0.48","0.34","1.52","15","1","1.52","-0.52","2.00","1.20","0.27"
"","Fabian Herbers","CHI","2022","W","1209","21","6","1","1.12","-0.20","-0.12","11","1","0.87","0.13","2.00","0.36","0.75"
"","Tristan Muyumba Nkita","ATL","2023","DM","779","6","3","1","1.18","0.02","-0.18","8","1","0.81","0.19","2.00","0.73","0.60"
"","Júnior Moreno","CIN","2023","CM","2419","13","4","4","1.08","0.04","2.92","14","2","0.91","1.09","1.99","3.13","0.68"
"","Lassi Lappalainen","MTL","2021","FB","628","14","4","1","1.47","-0.70","-0.47","3","1","0.51","0.49","1.99","0.24","0.76"
"","Mender García","MIN","2022","W","573","8","3","1","1.29","-0.73","-0.29","3","0","0.70","-0.70","1.99","0.30","1.03"
"","Felipe Gutiérrez","COL","2022","DM","887","10","3","0","0.64","-0.27","-0.64","19","2","1.35","0.65","1.99","0.00","0.36"
"","Marcos López","SJE","2021","FB","1544","20","4","1","0.71","-0.20","0.29","12","2","1.28","0.72","1.99","0.74","0.48"
"","Gregore","MIA","2022","DM","2986","17","5","0","0.84","-0.33","-0.84","24","2","1.15","0.85","1.98","0.00","0.52"
"","Elias Manoel","NYRB","2022","ST","384","10","6","2","1.59","-0.40","0.41","3","1","0.38","0.62","1.98","0.73","1.17"
"","Adam Lundkvist","HOU","2022","FB","2847","7","2","0","0.21","0.23","-0.21","21","5","1.76","3.24","1.97","0.00","0.16"
"","Franco Escobar","HOU","2023","FB","2389","18","10","2","1.46","-0.43","0.54","9","0","0.51","-0.51","1.97","0.01","0.66"
"","Freddy Vargas","FCD","2021","W","607","14","4","0","0.80","-0.32","-0.80","12","0","1.17","-1.17","1.97","0.00","0.61"
"","Jonathan Mensah","CLB","2022","CB","2847","22","9","2","1.66","1.59","0.34","4","0","0.30","-0.30","1.96","1.09","1.45"
"","Tom Barlow","NYRB","2021","ST","613","11","3","1","1.41","-0.48","-0.41","8","0","0.55","-0.55","1.96","0.98","1.30"
"","Rodney Redes","ATX","2021","W","843","10","2","0","1.40","-1.01","-1.40","6","0","0.56","-0.56","1.96","0.00","0.65"
"","Noel Buck","NER","2023","CM","1816","16","6","3","0.73","0.73","2.27","14","1","1.23","-0.23","1.95","1.33","0.43"
"","Yeimar Gómez Andrade","SEA","2021","CB","2932","19","3","1","1.50","-0.73","-0.50","4","0","0.45","-0.45","1.95","0.88","0.97"
"","Jonathan Mensah","CLB","2021","CB","2807","33","6","2","1.70","0.48","0.30","3","0","0.23","-0.23","1.94","1.01","1.27"
"","Sergio Ruiz","CLT","2022","CM","827","6","2","1","0.72","0.14","0.28","13","2","1.22","0.78","1.94","0.02","0.22"
"","Owen Wolff","ATX","2022","W","1029","7","1","0","0.27","0.09","-0.27","14","1","1.66","-0.66","1.93","0.00","0.19"
"","Kervin Arriaga","MIN","2023","DM","1263","17","4","2","1.04","-0.08","0.96","9","2","0.90","1.10","1.93","2.61","1.05"
"","Matt Polster","NER","2021","DM","2466","13","3","2","1.24","-0.04","0.76","8","0","0.70","-0.70","1.93","1.06","0.72"
"","Eryk Williamson","POR","2021","CM","1059","8","4","1","0.92","-0.23","0.08","9","2","1.00","1.00","1.93","0.30","0.48"
"","Tosaint Ricketts","VAN","2022","ST","563","11","6","4","1.74","0.60","2.26","3","1","0.18","0.82","1.92","0.95","0.32"
"","Miguel Ángel Navarro","CHI","2023","FB","2187","7","0","0","0.30","-0.30","-0.30","11","4","1.63","2.37","1.92","0.00","0.18"
"","Moussa Djitté","ATX","2021","ST","652","12","7","1","1.26","0.32","-0.26","8","0","0.66","-0.66","1.92","0.50","0.80"
"","Edwin Mosquera","ATL","2023","W","477","9","5","3","1.19","0.57","1.81","4","0","0.72","-0.72","1.92","1.36","0.60"
"","Alexandru Matan","CLB","2021","W","937","16","7","0","1.55","-0.34","-1.55","10","0","0.37","-0.37","1.92","0.00","0.89"
"","Frankie Amaya","NYRB","2022","CM","2169","15","7","1","0.50","0.22","0.50","22","3","1.42","1.58","1.92","0.49","0.40"
"","Jahkeele Marshall-Rutty","TOR","2023","W","1230","23","9","0","1.42","-0.41","-1.42","10","1","0.49","0.51","1.91","0.00","1.13"
"","Indiana Vassilev","MIA","2021","W","893","12","6","3","1.50","0.93","1.50","5","0","0.39","-0.39","1.89","0.80","0.76"
"","Derrick Jones","CLT","2023","DM","2089","17","4","0","1.80","-1.49","-1.80","1","0","0.09","-0.09","1.89","0.00","1.16"
"","Jakob Glesnes","PHI","2021","CB","3385","21","5","3","1.18","0.43","1.82","10","2","0.71","1.29","1.89","2.23","0.57"
"","Moise Bombito","COL","2023","FB","723","8","2","0","1.09","-0.30","-1.09","5","0","0.80","-0.80","1.89","0.00","0.88"
"","Andreu Fontàs","SKC","2022","CB","2672","13","3","2","1.69","-0.01","0.31","3","0","0.19","-0.19","1.88","0.81","0.96"
"","Juan Agudelo","MIN","2021","ST","307","10","2","0","1.86","-1.31","-1.86","1","0","0.02","-0.02","1.88","0.00","2.29"
"","Diego Chara","POR","2022","DM","2706","4","0","0","0.39","-0.39","-0.39","13","1","1.49","-0.49","1.87","0.00","0.33"
"","Matt Polster","NER","2022","DM","2325","17","8","2","1.50","1.38","0.49","8","0","0.37","-0.37","1.87","0.51","0.65"
"","Jonathan dos Santos","LAG","2021","DM","1938","17","2","1","0.67","0.55","0.33","23","0","1.19","-1.19","1.87","0.55","0.42"
"","Yimmi Chará","POR","2023","W","749","7","1","1","0.55","0.15","0.45","11","3","1.32","1.68","1.86","0.30","0.33"
"","Derrick Williams","DCU","2023","CB","2074","14","2","1","1.23","-0.63","-0.23","6","0","0.64","-0.64","1.86","0.43","0.74"
"","Paxten Aaronson","PHI","2022","ST","531","12","5","1","1.30","-0.59","-0.30","4","0","0.57","-0.57","1.86","0.19","0.28"
"","Roger Espinoza","SKC","2023","CM","847","12","5","0","0.55","0.17","-0.55","9","2","1.31","0.69","1.86","0.00","0.18"
"","Keegan Rosenberry","COL","2023","FB","2489","18","6","0","0.66","0.03","-0.66","17","0","1.21","-1.21","1.86","0.00","0.46"
"","Javain Brown","VAN","2023","FB","1865","18","4","1","0.97","-0.04","0.03","10","1","0.89","0.11","1.86","0.56","0.65"
"","D.J. Taylor","MIN","2022","FB","2275","14","3","1","0.45","-0.16","0.55","21","2","1.41","0.59","1.86","0.16","0.20"
"","Paxton Pomykal","FCD","2023","CM","1651","10","3","0","0.35","-0.05","-0.35","13","2","1.51","0.49","1.85","0.00","0.23"
"","James Igbekeme","CLB","2022","W","1021","14","2","0","1.36","-0.54","-1.36","10","0","0.49","-0.49","1.85","0.00","0.89"
"","Santiago Sosa","ATL","2022","DM","1544","22","3","1","0.89","-0.04","0.11","18","0","0.96","-0.96","1.85","0.48","0.79"
"","Ema Twumasi","FCD","2022","FB","2343","10","2","0","0.97","-0.73","-0.97","11","1","0.88","0.12","1.85","0.00","0.66"
"","Derrick Williams","LAG","2022","CB","2381","15","3","0","1.05","-0.40","-1.05","5","1","0.80","0.20","1.85","0.00","0.66"
"","Danny Wilson","COL","2023","CB","2560","12","4","1","1.10","1.07","-0.10","6","1","0.75","0.25","1.85","0.56","0.82"
"","José Van Rankin","POR","2021","FB","2699","11","0","0","0.78","-0.78","-0.78","13","2","1.06","0.94","1.85","0.00","0.28"
"","Quinn Sullivan","PHI","2021","ST","643","13","8","2","1.21","0.87","0.79","9","1","0.63","0.37","1.85","2.25","1.06"
"","Collen Warner","COL","2022","DM","742","5","3","1","1.61","0.45","-0.61","6","0","0.23","-0.23","1.85","1.32","1.39"
"","Mamadou Fall","LAFC","2022","CB","1338","13","3","1","1.66","-0.44","-0.66","5","0","0.18","-0.18","1.84","1.74","1.99"
"","Kemar Lawrence","TOR","2021","FB","2084","9","2","1","1.00","-0.44","0.00","6","0","0.85","-0.85","1.84","0.37","0.67"
"","Nicolás Mezquida","COL","2021","AM","767","16","5","1","0.80","0.11","0.20","12","1","1.04","-0.04","1.84","0.18","0.73"
"","Carlos Terán","CHI","2022","CB","1855","12","5","1","1.58","0.56","-0.58","4","0","0.26","-0.26","1.84","1.02","1.07"
"","Kelvin Leerdam","LAG","2023","FB","1272","2","1","1","0.55","0.11","0.45","8","1","1.29","-0.29","1.84","0.76","0.44"
"","Orrin McKinze Gaines II","CLT","2023","W","841","7","3","1","0.68","0.99","0.32","10","1","1.15","-0.15","1.83","0.61","0.53"
"","Jack Price","COL","2022","CM","1211","1","0","0","0.05","-0.05","-0.05","30","1","1.78","-0.78","1.83","0.00","0.00"
"","David Ruiz","MIA","2023","CM","1342","8","3","2","1.39","-0.40","0.61","6","1","0.43","0.57","1.83","1.10","1.34"
"","Wikelman Carmona","NYRB","2023","W","763","19","7","1","1.35","-0.62","-0.35","5","0","0.48","-0.48","1.83","0.12","1.18"
"","Ilie Sánchez","SKC","2021","CB","2761","12","4","1","1.42","0.30","-0.42","10","0","0.40","-0.40","1.82","1.04","1.15"
"","Erik Hurtado","CLB","2022","ST","499","12","6","3","1.50","0.36","1.50","6","0","0.31","-0.31","1.81","2.56","1.43"
"","Richie Laryea","TOR","2022","FB","940","1","0","0","0.05","-0.05","-0.05","13","3","1.76","1.24","1.81","0.00","0.03"
"","Fredy Montero","SEA","2023","ST","512","16","4","1","1.33","-0.35","-0.33","7","1","0.48","0.52","1.81","0.98","0.90"
"","Fanendo Adi","MIN","2021","ST","250","8","1","1","1.68","-0.75","-0.68","3","0","0.13","-0.13","1.80","0.98","1.58"
"","Yerson Mosquera","CIN","2023","CB","2423","14","4","2","1.41","0.67","0.59","3","1","0.39","0.61","1.80","0.92","0.81"
"","Nanu","FCD","2022","FB","1356","9","1","0","0.50","-0.45","-0.50","10","2","1.30","0.70","1.80","0.00","0.57"
"","Corentin Jean","MIA","2023","W","899","14","7","1","0.94","0.55","0.06","17","0","0.85","-0.85","1.79","0.59","0.92"
"","Andreas Maxsø","COL","2023","CB","3107","14","5","2","1.28","0.23","0.72","3","0","0.51","-0.51","1.79","1.22","0.64"
"","Owen Wolff","ATX","2023","DM","2000","13","5","1","0.75","-0.11","0.25","15","2","1.03","0.97","1.79","0.59","0.38"
"","Franco Negri","MIA","2023","FB","1470","17","4","1","0.57","-0.01","0.43","12","1","1.21","-0.21","1.79","0.64","0.42"
"","Francisco Calvo","SJE","2022","CB","1286","15","5","2","1.31","0.80","0.69","4","0","0.46","-0.46","1.77","2.66","1.33"
"","Giorgio Chiellini","LAFC","2023","CB","1412","8","2","1","1.00","0.01","-0.00","9","0","0.77","-0.77","1.77","0.44","0.62"
"","Tayvon Gray","NYC","2022","FB","2125","10","3","0","0.48","-0.27","-0.48","10","1","1.29","-0.29","1.77","0.00","0.37"
"","Haris Medunjanin","CIN","2021","DM","1702","14","7","3","0.62","0.70","2.38","26","0","1.14","-1.14","1.76","1.60","0.40"
"","Jozy Altidore","NER","2022","ST","676","14","2","1","1.53","-0.75","-0.53","5","0","0.23","-0.23","1.76","0.20","0.89"
"","Aaron Herrera","MTL","2023","FB","1539","5","1","0","0.48","-0.12","-0.48","18","2","1.27","0.73","1.76","0.00","0.43"
"","Julián Fernández","NYC","2023","W","278","13","5","1","1.19","-0.07","-0.19","11","0","0.57","-0.57","1.75","0.01","0.30"
"","Jasper Löeffelsend","RSL","2022","CM","1769","13","1","1","0.63","0.07","0.37","16","3","1.12","1.88","1.75","0.60","0.41"
"","Matt Hedges","FCD","2022","CB","2463","12","3","1","1.36","-0.51","-0.36","4","0","0.39","-0.39","1.75","0.52","1.05"
"","Kellyn Acosta","LAFC","2023","CM","1629","14","4","0","0.62","-0.10","-0.62","17","0","1.13","-1.13","1.75","0.00","0.40"
"","Iván Angulo","ORL","2022","W","603","14","5","0","1.01","-0.20","-1.01","10","2","0.74","1.26","1.74","0.00","0.53"
"","Christopher McVey","MIA","2022","FB","3357","10","4","1","0.94","-0.22","0.06","7","1","0.80","0.20","1.74","1.98","0.63"
"","Nathan Harriel","PHI","2022","FB","1965","13","2","1","1.43","0.03","-0.42","8","0","0.31","-0.31","1.74","0.00","0.29"
"","Justin Che","FCD","2021","FB","1112","5","0","0","0.22","-0.22","-0.22","13","3","1.51","1.49","1.74","0.00","0.17"
"","Felipe Hernandez","SKC","2021","CM","457","14","3","1","1.43","-0.39","-0.43","5","2","0.30","1.70","1.74","0.02","0.92"
"","Leo Väisänen","ATX","2023","CB","1875","11","2","1","1.12","0.52","-0.12","6","1","0.61","0.39","1.73","0.03","0.62"
"","Maynor Figueroa","HOU","2021","CB","918","15","1","0","1.22","-1.21","-1.22","7","0","0.51","-0.51","1.73","0.00","0.69"
"","George Fochive","POR","2021","DM","1169","11","4","2","1.13","0.31","0.87","2","0","0.59","-0.59","1.72","1.43","0.70"
